고객번호,성별,연령대,투자성향,자산구간,주거래상품군,라이프스타일,서비스등급,총투자기간,주거래업종구분
d6ab1048ca01d279dbf0bc0eb5aadb88ca71a5a2aa63c0b73f6a72f41c88f652,1,5,4,3,2,5,4,3,10
c3f29557e0fd685773682cf09a068000059268fce1c104da2afed1a65a37b1cb,1,8,99,1,2,7,5,3,10
7c4e304440123e54b9e9e8c6a42cda26a4924be50d90ba86acc7f60dfe770e72,1,8,99,4,2,5,4,4,9
fec55424c40baef3dbc3519b58ca3f4fc8e99b83a70fa9cdd7c5e6c001f475a4,1,7,4,2,2,5,4,4,5
b70e4f9f0f29e02739bcb5fcc4e977fe20c7e268f76561aaf925129a736b18d8,1,2,4,1,2,2,9,2,10
eb925afb0e64a7f866ace1f92605ce63385e98957a3231881eafd55f53f4e402,2,4,3,1,2,4,9,1,13
b79ccbc3affe1eadab9e0334a729a3d4f5782bdf546dfd83e6ea261f0cc9271b,2,2,99,1,2,2,9,4,5
a5a094ef539074dba0ccaddb28e54c26d689dd646dc9cc05d600c6a269fa3848,2,8,99,5,2,6,4,3,2
3972945ba03d6bfcab4b766c475072a510f1055883b82ce33f331c7273765a59,1,3,99,4,2,3,4,4,5
3ce89418d2c9fd6f9a97ccb2892ecaadc923b248e9de20fc8c0cda4f828161c8,2,4,99,1,2,4,5,3,16
00577595a464f1a69fcfb81d1b0d13d70a0ff7a3c0fa41baca0ccaddd9535848,1,5,5,5,2,5,3,4,5
e36b0d337b1cf9b369deb230a2d8f597cee56c3aefd478864509938813322f4b,1,8,99,4,2,7,4,4,12
6147a05b6bdf9cbc25135764392797e71e15dc158b2e5e3e9e716cad427aae09,1,7,99,4,2,5,4,4,2
6d8daa9081833c5c411d5ba6519843c3c5c3e39acc9641fcbc7ebf03cde8bb30,2,3,99,2,2,4,5,4,9
57303e1f621e6f922a049b5587cf47b09d37574c9d33d2710f26dab6674fdaec,2,3,99,3,2,4,4,3,10
6d3e20a8988cc57e04f0d68f1e2c9fa3d165a8bfd08ecc0ff3ba038c16a7b796,1,6,4,2,2,5,5,4,10
1eed96318beeac63e46f85fc753d78c421f72a9039d79930f08acdde3bb161c8,2,5,5,3,2,5,3,4,14
56f1096998aaad67bb625ee1b62efc6d1c34f1d9c54db001c30954216372c72c,2,6,99,4,2,6,4,4,9
724211104794cb79f9e016157ad75f4f07a75ac754a6a07d4f61546d0a6c0655,2,5,99,2,2,6,9,4,16
d13fa16287a7e560c6a586543e158b740f9bd2db2474f6f6c14de354c0c50bda,2,3,99,2,2,4,5,4,13
c63ec5a19214aae4aa4d0a7c72b303811423e860a74b2be626bf377245c237a5,2,5,99,5,2,6,3,3,10
f5637173d27e0a233f4b3b407b063c67e28ea72a006bf9365dc4c9d07ab8b6d6,1,7,99,4,2,5,4,3,5
16c37ce72554c7be7f35fadc57f1e83869f99a077674076d1f4248ade0d33111,2,6,4,6,2,5,2,4,8
294ef3b51fbd0845bc4a578d03bf547661a99c7383cbf09678893f99944669ab,2,3,5,2,2,4,4,4,14
71cc88b490cbbb79a4358989a993cb975bd6f5a1cee913b4a671cf8dce9eb5c9,2,5,99,3,2,5,4,4,10
b9ded42660bc19b46c6d876a60d89d3b2ab904c8cdcdd907ee8e0d7f69145adb,2,5,4,1,2,5,9,3,16
3fb134b2e82af8c468d401b2ff99c9656f1e4cc427cb987a2ac4252cdc730b88,1,5,4,6,2,5,1,4,5
09dfed68df9b4368b7d450c38464511af82617c75c4c9ebd5340d8a29b232adb,1,4,3,2,2,3,5,3,10
43387b294f96fbec2bc508b11d6cb1560fa452705cb774a9df2febc5bf58fcd8,2,8,4,6,2,6,2,6,8
bc9303abeabf2d200c6e01e8bb3561d06866eb3cab0f11671b50bae3f281d095,1,8,4,2,2,7,5,5,10
7d68a430154b942711b2a46b8d866499ec9c3b25fad27db5d434713e8d272307,2,5,3,2,2,5,5,4,16
2caa59329f8b0dd7c349f32e88036300aab73324553f5945b8c55e5708a1597b,2,5,99,5,2,5,3,4,16
d6bc4c95af9d4f29657dd4f58ca7d291c97bd6206c16e8bb9c145ae65962f7be,1,4,99,3,2,3,5,4,10
d26a8d2c49a04b5d694b2950e7d039a1b07cac866605d2f3b1d56f6359775e81,1,6,99,1,2,5,9,4,16
f018e697d89431d6959dd08741f7229a2bac7a688eed02c5da61dbd1346161ad,1,3,99,1,2,3,5,3,8
e6de6b5394873437ed8cf6b310840324d45e38b604087002b715aa947c2373c1,1,3,5,1,3,3,9,3,14
0fc7b4bc8c48d8c380935b2f074eff8b46c0236fb2ac9e08075f685911eaf953,2,5,4,2,2,5,4,3,13
baa100f235fbdc381a044cfc147ba752726d9b20776bdc9d0f9f31b0110ae107,2,4,2,2,2,4,5,3,6
25ee28b67de6df1dd7e33fe3683170aab633f9d0ebdbe6782e4acaf9af9b6fa9,2,6,2,1,2,5,9,3,16
ac80564d48d0258de7d1aecfffde898542f763708fea914e3c7a2cb843009bd2,1,5,99,1,2,5,9,4,16
27dde2cfd55cd47aadfa0a450862f719484357851b49204ef725ea014b3336e3,1,2,2,2,2,2,5,4,8
4dda56731c7976962a2696f1d833ff499c53bc07acd14d57d97d83e858e033cf,1,7,4,5,2,7,4,4,5
d96f1ec724aea59d89c8ce0be45eeb8df671434e098b8ada08275cee726eb3a7,1,6,5,5,2,5,2,4,10
ebbf4062110da7e0dd71e0978c7d8b842824b70635eb17b58c72dc20d29497c7,1,4,5,4,2,3,3,4,16
f63d9923f415140da1ac0d1c0532cfb18bd24e3eef5f81b794bbd5ed3d7ec330,1,4,3,1,2,3,9,3,16
9ce6fc0acef5db6bc10c9d1d96e0f5cecd1404ef94402b9cb21af92eabdb0aa0,2,6,4,3,2,8,5,2,10
5907bae57ad8f08055f484c6d69d76d45189d34ec6d1e373247bcce394c772b1,2,4,99,1,2,4,9,3,7
fe5e1f12094ec8a05e2a7e760fabaeff8767c994e9239eb2a530840c5b061cac,2,3,3,1,2,4,9,3,9
904620359ae605b5d7d15f389b088af631094f8a32e56827ebed5bd5b9cc74f6,1,2,99,2,2,2,5,4,5
e59fa7311dce47d761f164203008adb31717fad07a66b052b4e6e7f8c28cd7f6,1,4,3,5,2,3,3,4,10
25f2c8cc5cc6925989ffb9f0181876d0a65a712498921fc6e3c4b5c07596cc93,2,9,2,5,2,9,4,4,13
1c01a999bd6bba31a256af6de2f28ed6b8e751495ac8200d159b4036be96e312,1,4,99,1,2,3,9,1,10
c525f4fd467932c736e060d002d4865a2729c376f7beff97d448d2268b80404e,1,3,3,2,2,3,5,4,9
031e13b4135a3a346913527098eeca2ed3271e2ec2c2b5ec5aaf044a9b6481a6,1,4,99,3,2,3,5,3,6
13bf64bd7059b8d90fb85fd24901f6769d4926a6780abbe7087566c805429a17,1,5,3,4,2,5,4,3,9
70bae9d9c94a842c35b0a4dfe01c96adf1c673b86471852ba3e1fa35d1d81e2a,2,3,99,2,2,4,5,1,12
4cc2cb3a5ade7b1694b764cb950e4253e88e780c6d27db4a9e4456b3a644ab30,1,4,4,1,2,3,9,3,6
ae2f19fd44e09e448acbaaf73dbaf8e0d4d5f7634faaed1266e32f25c15dae2d,2,5,2,3,2,5,5,4,8
4571bcfbca436908ddeb281ac2ad8d5da7f375ebfc19332ce94cf5ab2b596267,1,4,3,1,2,3,9,3,9
511f79c1d4589ec45bd17b8ac86e3a52047c712fb2c8dc4a60f199577ade0bcf,1,5,3,4,2,5,4,3,10
cf1415d71dc7808505d1d7b0e8cb9a687019ee20ace5cae81e5913385105eb4a,1,3,5,1,2,3,9,3,16
03fadbbed4cbb9fd6abed6a39c1ed6d71f67fccab756eedcb6ee8f0dae4c1d2d,1,5,5,4,2,5,4,3,10
ec5bc8db87cd9099cdb43a22bfec2ea1cc245e6c2400cb2403f26737a382e611,2,6,99,1,2,8,5,3,16
44dc80339c8f89e1c2a9b27423511bf43f5ccfd2159aa6167de6b929768a9271,2,3,99,2,2,4,5,3,16
4a38471aefade534975058ace3cc5d2a8bd133df2ef0323d52c6cb74db4ce53b,2,5,99,1,2,5,9,2,16
c3569f35f22a8d7bc541a0f38607ebc63373f143444c168f8e08b16e4e3abbd9,1,4,2,1,2,3,5,4,16
2864d002cdd45f7e42fca1caa964c1fcdf4b1afcca5e843e8784b58a30c77728,2,4,99,3,2,4,5,3,10
3fedbf0b054abb4d78d890806e16cc7a0c2992ad094acc3effd8be0f51c55c5f,1,2,99,1,2,2,9,4,16
f7a26080a3cd237a5356f737ba22e41e79a90057301f7e8ffcd5662a0d9eb884,1,4,3,5,2,3,3,4,4
ce96c1e6d3961781e6fa64b8ca77b9c01ae67498888def2aee204eb36fa99d99,1,7,99,2,2,7,4,4,16
ea430b73cd3e396117e71ccd68373ec3a59ed1846757bf053229b716aa04d500,2,8,99,5,2,6,4,4,16
84fc5e2b3f04491f1c243097196dade0f8e082c330768d39ad749b103c9b068b,2,3,99,1,2,4,9,3,16
fbf3fb1e4e9577841b9e444b2bad0c91338b61440742602e469d0f27bb59468f,1,6,99,2,2,7,5,3,13
3a57b8b8780d08dd487a59d2ad69ab0da179e17c81ad98cc2abf8c32716d30a4,1,3,3,1,2,3,9,3,13
117eebe0d5605c39d72f998a806feff626f633aba506e0effeb1f3b0d558c36e,1,4,4,1,2,3,9,3,9
d0b4de6e6ff9fabfd7a3e39eafc5adf3e6315e2714405b8c3189ec315fc55e20,1,8,99,6,2,5,2,4,5
ae630e7de1173f63bea3537d6200f11a6f430cd1f7297123165e3eb32111f763,1,2,4,1,2,2,9,3,16
80ff0f1753ff95f84c5fd2c0c83284fca67ff2d470500e8364fb7018abd31efe,1,6,2,3,2,5,3,6,13
6cf35cdaf4f294e7ad520a79e9e3da2eeb89a3165bac346c5900fffe31465a8b,2,5,99,1,2,5,9,3,9
f5cb5f9c82021dfebcefec682b59523e22069071ce439ed468766f6a3ecd3896,1,4,5,2,2,3,5,3,3
ae63afbd1dd7a0ce05bc63a92b309b79fbcd2cbef88b7059f96dc995b5f21157,1,9,3,1,2,9,5,3,10
888ed4ae3b0f70757188dd670fdf0d5d255de600e3ec4efbf06ba0d890fb8a24,2,7,99,2,2,8,9,3,6
07a518ddc4ec583642d8724f071b3d79f83a841ca5eee66e9b32a1a4d8a24787,1,6,99,1,2,5,5,3,10
ca7d36d0cbd61252d74e665e8f26a4512450f7cfb81f67788d6dc3abb1ef1c86,1,6,99,3,2,7,5,4,9
28c9de9640bcd8f235e3a9c3e17177aa61376b164219276ea8d61057a8527645,1,2,0,2,2,2,5,3,10
e2764c2e90bea690f6005e9c46fd2049dda9cada294fca486c013cc93d43c72c,1,8,99,6,2,7,2,3,5
e0d0174f973f65592c0f15c43a20a6b7b5660baa764cdaa596903da1063b6a2c,2,3,2,1,2,4,9,1,16
f90df4b462a40fc7ac4b3cef702904b100e56d12e6b0dfe9b765ad288f127f7f,1,5,3,5,2,7,3,3,13
c5971f6b2398ef8429ecdeb63655574aa0e4d753b6e465789043ce8f5a18583e,1,3,3,1,2,3,9,3,14
61155b26094f3bf8942bd086e8d4ab617ebdb968544e0fd03f25a2051eacb821,1,9,99,4,2,9,4,3,8
784cebd72a88d6f09c499055e46d290b4e953ca878d5356280e01eae420d03fe,1,7,4,4,2,7,3,4,10
c46b1fe4c1867320b870b04b7167e04054fd805eb78ce04bff09d345fb7a4810,1,4,99,1,2,3,9,3,6
c682c716e81df243f28d030766a5c22a2e3c393b5a3cf727bb91e2d60d9d2f54,1,3,3,2,2,3,4,3,16
5ec125b89fbcd29e4d80b245c4580bb8bde669136db65dcf3c491c32a374a6f7,2,5,99,1,2,8,9,3,10
62b93c2e19f5ad5041e203a8f99f93a0c8ae0cdc459fd4d513c1696ed7b6d67b,1,2,3,1,2,2,9,3,5
cbf614c8a223a35470bebd1395eb51b503e6eda7538a406f8324c0a13d629dd3,1,6,99,2,2,5,3,5,16
7ed91d4ce16fca52b5efab708a60102ffd5e40478401394e6ac30a816ab39ecd,2,6,3,2,2,6,5,3,5
20d3ee69ae2595d9c0d67c28347a033a3809cae26ae34556a3d94ed1bd7a1c27,2,7,2,1,2,5,9,3,14
a7de673313e261efc9bd3b194b474b26a88e9276e1ab9c3b0c79a175d308db43,1,2,5,5,2,2,3,3,10
60956214f7774404e4c4594e1b1eca64c7f760e5e467f6bf67e5e312f782f9bb,2,5,3,1,2,6,9,2,10
14127d038617ce583c2729c6893c555f8c2f8bb54fd2185f2a2c671535723364,2,4,99,1,2,4,9,3,16
9cdd366efd7b9bed065fa68e56d35ef87bec642fa78a33401c18178c51f0abff,2,4,4,3,2,4,4,5,10
7019df36143eec07b7030b554dffa8b0ce36fa6aac944fb2da46522e059b51e6,1,3,99,2,2,3,4,3,13
21763b51157b795f7d65468e7c6e14ddc571714d30f4110c8ccea2245c7401e2,1,8,4,1,15,7,5,3,13
295797a7954dc7e217d6a663e9dff67d23a731d923b7cf8175815a6a6a885c13,1,2,99,1,2,2,9,1,16
6caebb84cde62a13a324dcdfbdf3c77db41fed3c13ea38e9eb47ad44b3568e12,2,5,99,6,2,5,2,3,12
dcfe8ec6f47cc555771ae9564007a841d844a55df487a399f43e155acb72eeed,1,2,99,2,2,2,5,3,14
e0c42f16f42a718231ba3213883680730c7d01042cfda0bdc5aa600a5ed76b30,1,6,5,3,2,5,5,6,13
b6317f9a8cb585c988fb8163e85f76c9449701f31357db0f97cd2375a60fb024,2,6,99,4,2,5,4,3,10
cbe974613fa10a995e45f22aa1d0b924f5333052f90f1e94649fa04060060c87,1,6,0,5,2,5,4,3,9
0e1dbc712b3c123060cecba11756fe40d7b0953afcbd35866ede7b0c452d5949,1,4,4,4,2,3,4,3,5
d09997337fdaed00cec966b3b97a74ff2717592b8d2121eaaf3baeee33c9e014,1,4,4,5,2,3,4,4,13
25a6f84905b2f82381858076e763ba8a36a0342408ed290b5b172bd0468166e9,1,3,2,5,2,3,4,3,10
b3eb5dec692463400658a86ecd649c20e5fa48d701a55c360242b6c4ed0aa197,2,7,2,1,2,6,9,3,10
f24337ca65bba1d156ddd2d6558174e5b64c00630e8b6b8c166f6fd34ad2e674,1,3,5,2,2,3,4,3,10
1d3a9ed6d5d1db8fea566540cfcc06094a0adc457e90562fef64261e22eb35e7,1,4,4,1,2,3,9,4,16
386ec980321ebb7bee154a851ba7d13164428e5aaa1afce9969f9ce50a963b44,1,4,3,2,2,3,9,3,16
e514b13bcaf5edd4994eee35de3a1733df03a3675b0084e452d1c295bff9ce8d,1,5,99,3,2,5,4,3,16
500fd1b4af9fd38319d81385d4bd24dbc6fa203dbe686884e96a5474861a29d5,1,7,2,1,2,5,9,3,16
f8b3d2e1a728eafa0186537332fad9548be033b9329803933654ecd685a0db1e,2,4,3,2,2,4,5,3,16
8ac2897f13e0dc372d100d66a1fee3721a4b1e9688dcd11e68d0d80fbfa6cfde,1,2,1,1,2,2,9,3,6
702341ca10b97595c4e8e0aacb3d5009ff58aacb7d62d48ad3c6421947c865f6,2,6,99,3,2,8,5,3,8
8384c93c61f2664825c9b275e8bb0d318607293094c93af7af7cc4a4c1033612,1,5,3,1,2,5,9,4,9
8c7331751584e790be950e4ef653db350af1785bccb8b5dc2aa86041d9294fc7,1,2,3,1,2,2,9,3,9
a5a33fe032182663f517f48656403b7086d734f9be1c9eeb102c534733efa42b,2,4,4,2,2,4,5,3,9
3dacfa77e5cbeb70e92e67ae54a8635d73cbce4df8da38ded1488b6ea38d62e4,2,6,3,3,2,6,5,3,9
84a7915d6e22836a9e539fb7336d19f2a0b5301dea82de9757857070cd3ef85e,2,4,3,4,2,4,4,3,13
232970fe7053ec274d1499e2b52f9ed014d905888a4af84a3b940ee7719b6301,1,3,99,1,2,3,9,3,16
79650545d629d0d16de490922f6a90ed9c19014809dbe8710fd5f3a7a01348a9,2,5,99,4,2,5,4,3,6
ec40930a63473351fa000f2e31cda0514937efe053c3611c60093a3aae6cef15,1,3,2,1,2,3,9,2,13
7af32d36454e24633a95faffce94bb4311704ee571b61c6cdb5bf75ea0643043,1,7,3,4,2,5,3,5,10
70ec92422134a44c79291bc1420ff9de8c36c4de5d9694634d74f51df62f8557,1,6,5,4,2,5,4,3,14
7dc8748f12de0916060b42e847be0caa0e32d41d7a0471c65ee2dc6f82ec268d,2,5,99,1,2,8,4,3,10
90a29ca42a27493a7643694bb7640042c9346524763fc8179de1cdbc284b1d63,1,6,99,3,2,5,4,3,6
02e617d9784891a778d3839ec45a30b0a926245d14a55433917553005a4eb1f1,1,7,99,4,2,5,3,3,8
1f19c65bc8e2637362460c9fcae417ca76369d94581dc7a2337ab20c1a7abd8c,1,5,5,2,2,7,5,2,16
6234f881fa89df1a556b7da8aa0f826a9f4865b256da251070b4d73c4cff15c9,1,6,4,3,2,5,4,3,13
78dda00caf201ffea9e08b8166fedc2a9057c3438487665fcc95b83d6882952f,1,5,3,4,2,7,4,3,9
8243d7d42505754324d3f197f83688001df7df8c63a269c5caec0185b2d64543,1,2,4,1,2,2,4,3,8
3b640eaa5280a7faa1a54624d3594f28cc5e91828de94208fbda2d6c3069ab34,1,2,4,4,2,2,4,3,9
25a6b0740d400ae2599f66f915ffa5e2009fb725076d5b1cf72534dc07acac5a,1,5,2,3,2,5,4,4,16
024031d77432d515fc717420e2e579721f59d884e7e2ffd090eabd4d8c568971,2,7,99,6,2,6,3,3,16
1fd278907b72b1a5c351acc9cd17aa0b7161a655c346dbd74fa5ac1a40658292,1,7,3,6,2,7,2,5,10
cba12315dd2be9068d7609f61a6d5d7b245baaa35645df2fa6547e6edb877ebe,1,5,2,5,2,5,4,3,10
f029f2fb3256e1ac0b5f8ae213652be7790c33c15cac6efbd24dab6e66f87cf9,1,7,99,6,2,7,2,5,10
3a1899daccd76b10f2fe9fd2acebded4ed8867a809f01b3f81be990cb43f7bf4,1,4,3,1,2,3,5,3,16
523a9e0afe5eeb8d0af65abe02a0741d6c66e0c9ffd69bcc52e2a6050ad2c75a,1,6,99,2,2,5,5,3,13
700133c466127aa03f7f4c9ed83acd90073a372e1b917b89e7743252eccaf6e9,2,2,2,3,2,2,4,3,10
d2c16f0180d2e880790af095e0708cfdecb1a1472a784c4c298da47e89f350c4,2,2,1,3,2,2,4,4,8
60c30a09990df0f398594355c58c1a0ba76a4c7e30ed4ec9736a9a58b6711619,1,2,2,2,2,2,5,3,13
6316069f7332bbd425859ff8f829480983e74ee9640a0a334c1a1e86fb70aa2a,2,7,99,2,2,5,9,3,16
945b2a26c826220bfe2cc9ad746b95c18fc2df532a462241d77ac63e0ea92a0e,2,5,99,1,2,5,9,3,12
e8ac37af56cc3ecc66f482450cd07f83435722ce0ac7882bc6169310887afd10,2,9,4,6,2,9,1,3,8
d01b1eef02f8618cd977cc7af87cd1038ab2c1c55971f4192d6ad4c8efefa7f1,1,2,4,4,2,2,3,3,15
5f1b84fb26b44467261493b77f02e23b3a0647ed471fe1285c685315b222144a,1,6,5,1,2,5,3,4,2
48d0b5ff674b44f5d62a9e33310d81b43d5791333ff0d31dc93a1df6624adf69,2,5,99,5,2,6,3,4,10
25dd8f622ee020194613747fda8e9a1ddf24a6d4fe6e9571040b94155fefadb4,1,6,99,2,2,5,5,3,13
b7b955a7ddc6ab8f257449ca94ba810370e35f59b39971c6735a4d19778c2e1a,1,5,4,4,2,5,3,3,6
2f96c691796da7eb04795c9a3b4da59d39d6bb86df15cb3f87031a95f82e8fe9,2,3,3,3,2,4,4,3,13
3d954d34cac34a8aaa84900e31c3bdeca180e91de8d3ffd49bce508e598ebc8f,1,5,99,2,2,5,4,3,16
0503a57080f8483f4e5510202594878864472e997f7c02e2bdbbc055d9f87ebf,2,9,99,1,2,9,9,3,10
210ebbc0de1bc38a41ee8453e1369b377e9f7c4e8bf734b8ac67b6b33eb8db38,2,4,5,2,2,4,4,3,10
94afeb7b9a16fedcc84155e928a8971ea6473f965e4d1c8801a6b3db39ec5098,1,6,99,2,2,5,4,3,13
a461dcb2f9b8ed51108a3a1199b22a2dff43c8f777dbf17d1df0de262f9d918c,2,7,2,1,2,8,9,3,10
b68ed332644ec2997488cec48149fd2b5f8349e643012510cd7b6bf083bd11c2,1,4,4,4,2,3,4,4,11
0371bdadcf5bc2b04bac886fff453834801f395f364fdbc45eec246aebecc311,2,2,4,1,2,2,9,1,6
b7ef385f61c5d2c0259519d04e22934e0fd7ea957d14a8e5bb10c76dc4863f0e,2,5,4,2,2,5,9,3,8
96f1ed0ffcab1fad8a911df2ec8d9e0f515c146f5fc6e4713605e1cb38cc6b8f,1,7,2,5,2,5,2,3,10
292d1227c4f13f5561d3800b02b58d1a2197124ea24fc1800648629437da0320,1,4,5,5,2,3,3,3,5
a98e08412aa881e7a9321ba6c689f180a5dbd72678771a011695c2b356123148,1,4,3,2,2,3,4,3,8
5a1f008e34ac78752207acf08e7c2df21725b4afa65705f1d75a9930fa7e8647,1,7,4,3,2,7,5,3,16
5df027dabc7f2d3a95e3d2fbbdbd062214bb1c3c30c823c3d8056b1c3b84096a,1,3,3,3,2,3,4,3,5
a67b8b9700808ca31a74bd8b95ecd7702894941173690f86b8f74ac5df1db169,1,9,4,4,2,9,4,5,5
05749eaee0e1092cc6897e53c2413e16e2932ed4607c5abbf8e3795ef9a0041b,1,1,99,5,2,2,3,3,6
85c8d4cabfd89580a5dfe355551cdee8d9c06b80ae5577d27b04f7be608a0861,1,9,99,1,2,9,9,3,16
de99f3c0fdedff05a1daac4bb8e1a27f3c96b963287093f00cd6abaae27ac8ab,2,9,99,2,2,9,5,3,5
78c34bdb7844e1aeb18e48de8934efca2153ba7643bd7c969483bc2bfa00044b,2,5,3,2,2,6,5,3,10
b4c7ee555b665e3203351f9ca094aeab0a6228b96021761d65d3516227cd095c,1,6,99,3,2,5,4,3,5
241265ad5487453f0895396a6450571db6cdb99abace628f4a27f990f76b44ac,2,3,4,1,2,4,9,1,10
374c8a8bee1c509cd193c45ef6f8faef24066651636fa2921b87e749d08366bf,1,7,4,6,2,5,2,5,5
35d3552f30ce6e2b21034e43100ac46a8172dabace5c078ff753463a2dd688ad,2,3,99,1,2,4,4,3,6
d7d73db6f8077930abe82afa36859d6ff67cb70a51f1e7e104a5b21b87864d51,1,5,99,6,2,7,1,3,10
b4b5be17339ea5f465b0e78eb5a4b649674ca5b00c1c79d348dca554de76a57b,1,2,99,1,2,2,9,3,16
eeb05c8520394811a89b8ed9721c912f669856644592f48cce336d2e683c90d5,1,7,99,5,2,5,3,3,7
daefc4c1f5cc2c882319b464b18738ddd370073890ee3a79dcbf1fe431477a48,2,6,1,1,2,6,9,4,16
87acd45addeebbc0a0263eeb48835cae1517d4fe8bf580420aed3676ae8f89d2,1,5,4,4,2,5,4,3,1
9dbb88cbe174657ce1aef6cf30be75ebdb0de3c8c7bc7e985970c0e3d8b5c80f,2,5,99,2,2,6,5,5,16
1115c40d90c4281260989fa2a0622d8df8ff893364929c2ea7dcc2c2f7775b0d,1,7,2,1,2,5,9,3,6
790e84c64c19176178685df1d5e7629ad6d154d0fe86b8ba84b1a1f4e688311e,1,7,99,6,2,5,2,3,9
e074eacb3cbe2d567a61def7db6219e622ac1438d7906881ecc7f4b05265d603,1,3,2,2,2,3,5,3,5
69a9900f37d2e23c0a1ab4ab6fa45c245fd9a38c2fab5a21b21552ecc1e19ec2,1,6,5,2,2,5,5,3,5
046c2055ace138ebe4734288ff3120c389d645007ed2b7e2ab6650d380c678d5,1,6,4,2,2,5,5,3,10
e59ccf6ef990509e7d78a60955e6e56d55d9e6fed9bf84a6c7d087de2dd1ac42,2,9,2,5,2,9,3,3,3
487fe7a41cd2384fb29658da1105082adbfd8cb91b84aad4739a513c0989bef3,1,5,3,1,2,5,9,2,16
fcddb09e2ca7b355d9f7a57dc852dc8450ce7ab1250f2b4621e1b0921982e0ae,1,3,99,1,2,3,9,2,16
12f7122a7cd02cd4284958f85fb5e665ef90c2151ad8f0ae6a99dd60a178f44e,1,6,5,2,2,5,4,3,6
097871d9567bc4c6bbaabe60bdb5bc68a146108a4d35ae0a0c7136f9676e1343,1,7,4,5,2,5,2,3,15
584b13948b9bfcc3ab89bd46571da3fcefa42e1d9dac87f2a0211cc432749ae9,1,4,4,1,2,3,3,5,14
113e25afc2949f83a03675694995a238b4089613e29ae2ea6fc15719688ae8ff,2,9,3,4,2,9,3,5,10
f1a316614477d0c06685bd6fbc305a01226b3bb34f88563521dcce7cdde2d8c4,2,3,99,2,2,4,5,3,8
7c57617cd9e2eb83428bf6e9e1760474cdc40ade0f0af18199e47883c70156c1,2,4,4,2,2,4,5,3,14
140dac50e1678287a6ba228624115bcec652695e80bec727c014098d8b6bfce0,2,5,99,1,2,5,9,3,9
ce352fdb04e3d65ad2aeeed6966f1d95d0857a977e9a932439389c69d7c6f214,1,8,99,2,2,7,5,3,10
d0229deb3cfa9af977c95c35badf3ba4fa1674936b64554ba4dbdfae3875b883,2,3,0,1,2,4,9,3,16
3896a7a562cbdb2cda1a846b9a20766b37725db9d2437bd97593e99da17b178f,1,4,5,3,2,3,4,3,15
3c2dd02770e60bdde818fc43d12368171daae40e7b96142a4c02b9294c54949f,1,5,5,6,2,7,2,4,5
043143a4c28df05c2dfb63442f997d4202e0d9ea2dd4dece2c0ff90535621ae3,1,7,3,2,3,5,5,3,6
5b2c5a25de16e052abbc02d41ee6cbdd6ff9400033863dc3c51800c5d8f0f10f,1,7,99,2,2,5,5,3,10
ff186463653beb873577a02982f5db5264e9e14cb2f37b8c17070871d46f3256,1,7,4,3,2,5,3,3,9
4a30ab87b67a0da04dfea5f089b4d6e604572e40b8300e4ef5b1ba8293fdf4b8,2,5,3,1,2,6,9,3,16
3f50030465c3b3d8217e5ea13c5f0685e01f97797faad591241b5221f50e544e,1,6,4,2,2,5,5,5,10
254ba1d11e3e21b3282266f3cf576aa2d7541509cd05fff36bac7b9b0402f785,1,4,5,2,2,3,4,3,2
285d764edf3c66a65fc82205bf764117ae16da1a2199b84eb185242c89818475,1,6,5,3,2,5,3,3,7
b6c8f618cf7f75265f37c6213c59ae9d7eb413bc4d1edbd22ea646a5eb094746,1,2,99,1,2,2,5,3,9
4f7a297a779e1cdc20da60b752fc7812c0e3e0b4cf4f5ccb95e4a88607763d02,1,4,99,3,2,3,4,3,10
e810c0db8d3a2a108c61613adf7ce7846e278608bd342a1d32c7b124bcd8f51d,2,6,2,2,2,6,5,3,10
4faaecaf6118bc136a534ef4a9db91a4732fa5d0dd15338bb62fda38a07aeb41,2,5,99,1,2,8,9,3,16
d39a878d691a97bb4c34bf7eb249514b9c0f4827381b5861fe36567f1e26228b,2,6,99,1,2,5,9,2,10
4cc3d9737680cc4a90c9f29f480e774a072a069a17cfc355eef2a532ce4f274d,2,7,99,1,2,8,9,5,9
c8cb59f57cea404005df8bc33c1450f4266da40ae0f175017ad39e4fa6f58d54,2,5,2,4,2,5,4,3,10
ab9206b1e4dc37fd8bc10634a5965e822ffdee76b5842715045dd2ffd79b4ad3,1,4,99,2,2,3,5,3,16
c27f45142a7fc8aa2c5f76341bbfc2ada84a92689db8bbaaca79c2f457768ca0,1,6,99,6,2,5,2,3,5
7e6f227616de8c0802a937260519808e77bf2804dfcb718f55d020f4708a61f6,1,7,0,2,2,5,9,3,1
2b24107fbd75cbe67bb6a905b7bda8fc274b0227c271649c2cf0cc77a1354946,1,3,3,3,2,3,5,2,8
540f7bd0b1b7bc8013c11cf8187129b2ff024f1010ff84cc839f95c1e684ec35,1,3,4,4,2,3,4,3,8
9f7a19b5194a7d9e8f98400581fb49f53d04636f09b90c1703fdc8f324728d9e,1,4,3,5,2,3,3,3,8
482114fc85a902a5ec3da562f8475ef936cac17a51a20428ded0e32ed30a175a,1,6,99,1,2,7,9,3,16
d6c4e3c30c863832e5ca7dc82905ec1b07eafdf6d6ed61bd2989fef04b51bbd0,2,7,99,1,2,8,5,3,9
