iem_cd,iem_krl_nm,btp_cfc_cd,mkt_pr_tal_scl_tp_cd,stk_dit_cd
A003380,하림지주,02,01,02
A003410,쌍용C&E,11,01,01
A003460,유화증권,02,03,99
A003540,대신증권,02,02,99
A003545,대신증권우,02,99,99
A003620,쌍용차,06,03,99
A003925,남양유업우,14,99,99
A004000,롯데정밀화학,12,02,01
A004050,현대오일뱅크,14,99,99
A004090,한국석유,11,03,99
A004105,태양금속우,06,99,99
A004170,신세계,07,02,01
A004310,현대약품,08,03,99
A004450,삼화왕관,03,03,99
A004690,삼천리,09,03,99
A004800,효성,02,02,01
A004835,덕성우,12,99,99
A004960,한신공영,01,03,99
A004990,롯데지주,02,01,01
A005010,휴스틸,11,03,99
A005090,SGC에너지,09,02,99
A005250,녹십자홀딩스,05,02,01
A005360,모나미,07,03,99
A005380,현대차,06,01,01
A005385,현대차우,06,99,99
A005710,대원산업,10,03,99
A005725,넥센우,12,99,99
A005820,원림,14,03,99
A005830,DB손해보험,02,01,01
A005850,에스엘,06,02,99
A005880,대한해운,06,02,99
A005930,삼성전자,09,01,01
A005945,NH투자증권우,02,99,99
A006110,삼아알미늄,11,03,99
A006345,대원전선우,09,99,99
A006490,인스코비,04,03,99
A006730,서부T&D,14,02,02
A006890,태경케미컬,12,03,99
A007070,GS리테일,07,01,01
A007120,미래아이앤지,05,03,99
A007210,벽산,11,03,99
A007280,한국특강,11,03,99
A007310,오뚜기,14,02,01
A007390,네이처셀,10,02,02
A007530,영신금속,10,03,99
A007570,일양약품,08,02,01
A007610,선도전기,09,03,99
A007630,폴루스바이오팜,07,03,99
A007660,이수페타시스,09,03,99
A007720,대명소노시즌,07,03,99
A007815,코리아써우,09,99,99
A007980,태평양물산,14,03,99
A008930,한미사이언스,02,01,01
A009160,SIMPAC,03,03,99
A009300,삼아제약,10,03,99
A009310,참엔지니어링,03,03,99
A009680,모토닉,06,03,99
A009810,엔케이물산,07,03,99
A010100,한국프랜지,06,03,99
A010130,고려아연,11,01,01
A010140,삼성중공업,06,01,01
A010170,대한광통신,10,02,99
A010240,흥국,10,03,99
A010640,진양폴리,12,03,99
A011080,형지I&C,10,03,99
A011160,두산건설,14,02,99
A011200,HMM,06,01,01
A011300,성안,14,03,99
A011700,한신기계,03,03,99
A011785,금호석유우,12,99,99
A012450,한화에어로스페이스,06,02,01
A013120,동원개발,01,02,99
A013360,일성건설,01,03,99
A013570,디와이,02,03,99
A014130,한익스프레스,06,03,99
A014200,광림,10,03,99
A014280,금강공업,11,03,99
A014620,성광벤드,10,03,99
A014680,한솔케미칼,12,02,01
A014790,한라,01,03,99
A015260,에이엔피,09,03,99
A015760,한국전력,09,01,01
A015860,일진홀딩스,02,03,99
A016100,리더스코스메틱,10,03,99
A016170,카카오M,14,01,99
A016590,신대양제지,10,03,99
A016610,DB금융투자,02,03,99
A016670,인피니티엔티,07,03,99
A016740,두올,06,03,99
A017040,광명전기,09,03,99
A017390,서울가스,09,02,99
A017510,세명전기,10,03,99
A017650,대림제지,10,03,99
A018290,브이티지엠피,10,02,99
A018500,동원금속,06,03,99
A019170,신풍제약,08,01,01
A019210,와이지-원,10,03,99
A019540,일지테크,10,03,99
A019550,SBI인베스트먼트,02,03,99
A019770,서연탑메탈,10,03,99
A019990,에너토크,10,03,99
A020760,일진디스플,09,03,99
A021045,대호특수강우,10,99,99
A021080,에이티넘인베스트,02,03,99
A021880,메이슨캐피탈,02,03,99
A023160,태광,10,03,99
A023450,동남합성,12,03,99
A023590,다우기술,05,02,99
A023890,한국아트라스비엑스,13,02,99
A023910,대한약품,10,03,99
A024720,한국콜마홀딩스,02,02,99
A024810,이화전기,13,03,99
A024910,경창산업,10,03,99
A024950,삼천리자전거,07,03,99
A025550,한국선재,10,03,99
A025770,한국정보통신,04,02,99
A025820,이구산업,11,03,99
A025870,신라에스지,07,03,99
A025890,한국주강,03,03,99
A025950,동신건설,01,02,99
A026150,특수건설,01,03,99
A026910,광진실업,10,03,99
A026960,동서,07,01,01
A027710,팜스토리,10,03,99
A027970,세하,10,03,99
A028040,미래에스씨아이,07,03,99
A028080,휴맥스홀딩스,02,03,99
A028100,동아지질,01,03,99
A028150,GS홈쇼핑,04,01,99
A028260,삼성물산,07,01,01
A029480,릭스솔루션,13,03,99
A029780,삼성카드,02,01,01
A029960,코엔텍,05,02,02
A030000,제일기획,05,02,01
A030190,NICE평가정보,05,01,02
A030270,에스마크,14,03,99
A030520,한글과컴퓨터,13,02,99
A030610,교보증권,02,02,99
A031310,아이즈비전,13,03,99
A031390,녹십자셀,10,02,02
A031430,신세계인터내셔날,07,02,01
A032190,다우데이타,07,02,02
A032750,삼진,10,03,99
A032790,엠젠플러스,13,03,99
A032820,우리기술,10,03,99
A032960,동일기연,13,03,99
A033130,디지틀조선,13,03,99
A033230,인성정보,13,03,99
A033500,동성화인텍,10,02,99
A033540,파라텍,10,03,99
A033640,네패스,13,01,02
A034020,두산중공업,03,01,01
A034230,파라다이스,05,01,02
A034730,SK,02,01,01
A035250,강원랜드,05,01,01
A035290,골드앤에스,10,03,99
A036010,아비코전자,10,03,99
A036180,지더블유바이텍,07,03,99
A036190,금화피에스시,01,03,99
A036460,한국가스공사,09,01,01
A036480,대성미생물,10,03,99
A036490,SK머티리얼즈,13,01,02
A036530,SNT홀딩스,02,03,99
A036560,영풍정밀,10,03,99
A036570,엔씨소프트,05,01,01
A036580,팜스코,14,03,99
A036620,감성코퍼레이션,07,03,99
A036630,세종텔레콤,04,02,99
A036640,HRS,10,03,99
A036890,진성티이씨,10,02,99
A036930,주성엔지니어링,13,02,02
A037270,YG PLUS,05,03,99
A037370,EG,07,03,99
A037400,우리조명,10,03,99
A037440,희림,05,03,99
A037460,삼지전자,13,02,99
A037710,광주신세계,07,03,99
A037760,쎄니트,10,03,99
A037950,엘컴텍,13,03,99
A038010,제일테크노스,10,03,99
A038340,UCI,05,03,99
A038430,후이즈글로벌네트워크,14,99,99
A038680,에스넷,13,03,99
A038880,아이에이,13,02,99
A039230,에이아이비트,13,03,99
A039240,경남스틸,10,03,99
A039290,인포뱅크,04,03,99
A039420,케이엘넷,04,03,99
A039490,키움증권,02,01,01
A039670,스포츠서울,10,03,99
A039840,디오,10,02,99
A040160,누리플렉스,13,03,99
A041020,폴라리스오피스,13,03,99
A041460,한국전자인증,13,03,99
A041520,이라이콤,13,03,99
A041910,에스텍파마,10,03,99
A041930,동아화성,10,03,99
A042700,한미반도체,03,02,99
A043340,에쎈테크,10,03,99
A043580,에임하이글로벌,14,02,99
A043650,국순당,10,03,99
A043710,서울리거,07,03,99
A044060,조광ILI,10,03,99
A044480,블루베리 NFT,10,03,99
A044490,태웅,10,02,99
A044780,에이치케이,10,03,99
A045060,오공,10,03,99
A045520,크린앤사이언스,10,03,99
A045660,에이텍,13,02,99
A045890,GV,10,03,99
A045970,코아시아,13,02,99
A047040,대우건설,01,02,01
A047560,이스트소프트,13,03,99
A048870,시너지이노베이션,10,02,99
A049120,파인디앤씨,13,03,99
A049720,고려신용정보,05,03,99
A049770,동원F&B,14,02,01
A050320,아래스,13,03,99
A050860,아세아텍,10,03,99
A050890,쏠리드,13,02,99
A050960,수산아이앤티,10,03,99
A051160,지어소프트,13,03,99
A051600,한전KPS,01,02,01
A051905,LG생활건강우,12,99,99
A051915,LG화학우,12,99,99
A052260,현대바이오랜드,10,02,99
A052290,트레이스,14,03,99
A052420,오성첨단소재,13,02,99
A052670,제일바이오,10,03,99
A052770,아이톡시,13,03,99
A052790,액토즈소프트,13,03,99
A053110,소리바다,13,03,99
A053160,프리엠스,10,03,99
A053270,구영테크,10,03,99
A053450,세코닉스,10,03,99
A053580,웹케시,02,02,99
A053800,안랩,13,01,02
A053950,경남제약,10,03,99
A054040,한국컴퓨터,13,03,99
A054220,비츠로시스,10,03,99
A054300,팬스타엔터프라이즈,10,03,99
A054540,삼영엠텍,10,03,99
A054620,APS홀딩스,02,03,99
A054630,에이디칩스,10,03,99
A056080,유진로봇,10,03,99
A056730,CNT85,07,03,99
A057050,현대홈쇼핑,07,02,01
A057540,옴니시스템,10,03,99
A058110,멕아이씨에스,10,02,99
A058470,리노공업,13,01,02
A058860,KTis,05,03,99
A059210,메타바이오메드,10,03,99
A060250,NHN한국사이버결제,13,01,02
A060480,국일신동,10,03,99
A060720,KH바텍,13,02,02
A060850,영림원소프트랩,13,03,99
A060980,한라홀딩스,02,02,99
A062860,티엘아이,13,03,99
A063160,종근당바이오,08,03,99
A064290,인텍플러스,13,02,99
A064470,진켐,14,99,99
A064520,바른전자,13,03,99
A064760,티씨케이,13,01,02
A065270,플렉스컴,14,03,99
A065440,이루온,13,03,99
A065510,휴비츠,10,03,99
A065570,삼영이엔씨,13,03,99
A065660,안트로젠,07,02,99
A065950,웰크론,10,03,99
A066130,하츠,10,03,99
A066430,와이오엠,07,03,99
A066575,LG전자우,09,99,99
A067010,이씨에스,13,03,99
A067030,현대삼호중공업,14,99,99
A067310,하나마이크론,13,02,99
A067390,아스트,10,03,99
A067920,이글루시큐리티,13,03,99
A068330,일신바이오,10,02,99
A068400,SK렌터카,05,02,99
A068790,DMS,10,03,99
A069110,코스온,10,03,99
A069140,누리플랜,10,03,99
A069620,대웅제약,08,02,01
A069660,KOSEF 200,14,99,99
A069730,DSR제강,11,03,99
A070300,엑스큐어,13,03,99
A071090,하이스틸,11,03,99
A071200,인피니트헬스케어,13,03,99
A071280,로체시스템즈,13,03,99
A072470,우리산업홀딩스,10,03,99
A072770,율호,13,03,99
A072870,메가스터디,10,03,99
A073110,엘엠에스,13,03,99
A073570,WI,13,03,99
A074430,아미노로직스,07,02,99
A077360,덕산하이메탈,10,02,99
A078140,대봉엘에스,10,03,99
A078340,컴투스,13,01,02
A078520,에이블씨엔씨,12,03,99
A078590,OQP,10,02,99
A078890,가온미디어,13,03,99
A079170,한창산업,10,03,99
A079190,EMW,13,03,99
A079650,서산,10,03,99
A079810,디이엔티,10,03,99
A079980,휴비스,12,03,99
A080010,이상네트웍스,13,03,99
A080520,오디텍,13,03,99
A081000,일진다이아,12,02,99
A081580,성우전자,13,03,99
A081970,넥스지,14,03,99
A082210,옵트론텍,13,02,99
A082660,코스나인,13,03,99
A083420,그린케미칼,12,03,99
A083790,크리스탈지노믹스,05,01,02
A084010,대한제강,11,03,99
A084680,이월드,05,03,99
A084690,대상홀딩스,02,03,99
A084990,헬릭스미스,05,01,02
A085620,미래에셋생명,02,02,99
A085660,차바이오텍,10,01,02
A085670,뉴프렉스,13,03,99
A086280,현대글로비스,06,01,01
A086520,에코프로,13,01,02
A086960,한컴MDS,13,03,99
A087260,모바일어플라이언스,13,03,99
A087730,이엠네트웍스,13,03,99
A088350,한화생명,02,02,01
A088800,에이스테크,13,01,02
A089470,HDC현대EP,12,03,99
A089530,에이티세미콘,13,03,99
A089850,유비벨록스,13,03,99
A090080,평화산업,06,03,99
A090150,광진윈텍,10,03,99
A090355,노루페인트우,12,99,99
A090410,덕신하우징,10,03,99
A090460,비에이치,13,01,02
A090710,휴림로봇,10,03,99
A090730,SIMPAC Metal,14,03,99
A091340,S&K폴리텍,13,03,99
A091700,파트론,13,02,02
A092070,디엔에프,10,02,99
A092230,KPX홀딩스,12,03,99
A092300,현우산업,13,03,99
A092460,한라IMS,10,03,99
A093190,빅솔론,13,03,99
A093810,넥스젠바이오텍,14,99,99
A094940,푸른기술,13,03,99
A095270,웨이브일렉트로,13,03,99
A095300,엔에스브이,14,03,99
A095340,ISC,13,02,99
A095500,미래나노텍,13,03,99
A096240,청담러닝,05,03,99
A096690,에이루트,13,03,99
A096870,엘디티,13,03,99
A099320,쎄트렉아이,13,02,99
A099430,바이오플러스,14,99,99
A099750,이지케어텍,13,03,99
A099830,씨그널엔터테인먼트그룹,14,03,99
A100090,삼강엠앤티,10,01,02
A100660,서암기계공업,10,03,99
A100700,세운메디칼,10,02,99
A101060,SBS미디어홀딩스,05,03,99
A101490,에스앤에스텍,13,01,02
A101530,해태제과식품,14,03,99
A102460,이연제약,08,03,99
A102710,이엔에프테크놀로지,10,02,02
A102960,KODEX 기계장비,14,99,99
A103130,웅진에너지,14,03,99
A104120,신성에프에이,14,03,99
A104460,디와이피엔에프,10,02,99
A104480,티케이케미칼,10,02,99
A104830,원익머트리얼즈,13,02,02
A105630,한세실업,14,02,01
A105780,KBSTAR 5대그룹주,14,99,99
A106080,하이소닉,13,03,99
A106870,엔쓰리엔,14,99,99
A107590,미원홀딩스,02,03,99
A108320,LX세미콘,13,01,02
A108450,KINDEX 삼성그룹섹터가중,14,99,99
A108490,로보티즈,13,03,99
A108860,셀바스AI,13,03,99
A109820,진매트릭스,05,02,99
A112610,씨에스윈드,03,02,01
A113810,디젠스,10,03,99
A114630,폴라리스우노,10,03,99
A115440,우리넷,13,03,99
A115480,씨유메디칼,10,03,99
A115500,케이씨에스,13,03,99
A115530,씨엔플러스,13,03,99
A117680,KODEX 철강,14,99,99
A118990,모트렉스,10,02,99
A120030,조선선재,03,03,99
A120115,코오롱인더우,12,99,99
A121890,에스디시스템,13,03,99
A122310,제노레이,10,03,99
A122640,예스티,13,03,99
A122800,썬텍,14,03,99
A122870,와이지엔터테인먼트,05,01,02
A123420,선데이토즈,13,03,99
A126560,현대퓨처넷,05,03,99
A127160,매직마이크로,13,03,99
A128940,한미약품,08,01,01
A130680,TIGER 원유선물Enhanced(H),14,99,99
A130960,CJ E&M,14,01,99
A131220,대한과학,07,03,99
A131760,파인텍,13,03,99
A131970,테스나,13,01,02
A134380,미원화학,12,03,99
A134580,디엠티,13,03,99
A134780,화진,14,03,99
A134790,시디즈,14,03,99
A136540,윈스,13,03,99
A137310,에스디바이오센서,14,99,99
A137400,피엔티,10,02,02
A138530,TIGER LG그룹+펀더멘털,14,99,99
A138540,TIGER 현대차그룹+펀더멘털,14,99,99
A138690,엘아이에스,13,03,99
A138930,BNK금융지주,02,02,01
A139130,DGB금융지주,02,02,99
A139230,TIGER 200 중공업,14,99,99
A140700,KODEX 보험,14,99,99
A141020,포티스,07,03,99
A143160,아이디스,13,02,99
A143240,사람인에이치알,13,02,99
A143860,TIGER 헬스케어,14,99,99
A144620,코오롱머티리얼,12,03,99
A148020,KBSTAR 200,14,99,99
A149950,아바텍,13,03,99
A150460,TIGER 중국소비테마,14,99,99
A156000,아피메즈,14,99,99
A157490,TIGER 소프트웨어,14,99,99
A158430,아톤,13,03,99
A160600,이큐셀,10,03,99
A161390,한국타이어앤테크놀로지,12,01,01
A161570,THE MIDONG,13,03,99
A166090,하나머티리얼즈,13,02,02
A166480,코아스템,10,02,99
A169330,엠브레인,05,03,99
A170030,현대공업,10,03,99
A170350,TIGER 베타플러스,14,99,99
A170790,파이오링크,13,03,99
A171010,램테크놀러지,13,03,99
A174880,장원테크,13,03,99
A175250,아이큐어,10,02,02
A177900,쓰리에이로직스,14,99,99
A185490,아이진,05,03,99
A186630,리치앤타임,14,99,99
A187220,디티앤씨,05,03,99
A187420,제노포커스,10,03,99
A192390,윈하이텍,10,03,99
A192400,쿠쿠홀딩스,02,02,01
A192530,광주은행,14,02,99
A192720,파워 고배당저변동성,14,99,99
A196490,디에이테크놀로지,10,03,99
A197210,리드,14,03,99
A200130,콜마비앤에이치,10,01,02
A200230,텔콘RF제약,13,02,02
A200250,KOSEF 인도Nifty50(합성),14,99,99
A201490,미투온,13,03,99
A203690,프로스테믹스,10,03,99
A203780,TIGER 미국나스닥바이오,14,99,99
A203900,에이프로젠,14,99,99
A204020,그리티,10,03,99
A206560,덱스터,05,03,99
A208140,정다운,10,03,99
A208710,바이오로그디바이스,13,03,99
A208860,엔지스테크널러지,13,03,99
A208870,하나머스트3호스팩,14,03,99
A210540,디와이파워,03,03,99
A210780,TIGER 코스피고배당,14,99,99
A211270,AP위성,13,03,99
A211900,KODEX 배당성장,14,99,99
A213090,미래테크놀로지,13,03,99
A214270,퓨쳐스트림네트웍스,10,03,99
A214330,금호에이치티,06,03,99
A214370,케어젠,10,01,99
A214680,디알텍,10,03,99
A215000,골프존,13,02,99
A217190,제너셈,13,03,99
A217270,넵튠,10,02,99
A217330,싸이토젠,05,02,99
A217480,에스디생명공학,10,03,99
A217730,강스템바이오텍,10,03,99
A217780,TIGER 차이나CSI300인버스(합성),14,99,99
A217810,엔에이치스팩7호,14,03,99
A218410,RFHIC,10,01,02
A219390,KBSTAR 미국S&P원유생산기업(합성 H),14,99,99
A219750,지티지웰니스,10,03,99
A219960,유안타제2호스팩,14,03,99
A220260,켐트로스,10,03,99
A221610,자안바이오,10,03,99
A221980,케이디켐,10,03,99
A222040,코스맥스엔비티,10,03,99
A222800,심텍,13,01,02
A223190,KODEX 200가치저변동,14,99,99
A225040,TIGER 미국S&P500레버리지(합성 H),14,99,99
A225050,TIGER 유로스탁스레버리지(합성 H),14,99,99
A225060,TIGER 이머징마켓MSCI레버리지(합성 H),14,99,99
A225130,KINDEX 골드선물 레버리지(합성 H),14,99,99
A225190,삼양옵틱스,10,03,99
A225220,제놀루션,10,03,99
A225530,보광산업,10,03,99
A226320,잇츠한불,12,02,99
A226330,신테카바이오,10,02,99
A226350,아이엠텍,13,03,99
A226590,메가일렉트로닉스,14,99,99
A227840,현대코퍼레이션홀딩스,07,03,99
A228670,레이,10,02,99
A228800,TIGER 여행레저,14,99,99
A228990,지엠아이그룹,14,99,99
A229000,젠큐릭스,10,03,99
A229720,KODEX KTOP30,14,99,99
A230360,에코마케팅,05,01,02
A232680,라온테크,14,99,99
A233740,KODEX 코스닥150 레버리지,14,99,99
A234080,JW생명과학,08,03,99
A234300,에스트래픽,13,03,99
A234690,녹십자웰빙,10,02,99
A236810,엔비티,14,99,99
A237880,클리오,10,02,99
A238200,비피도,10,03,99
A239340,줌인터넷,13,03,99
A239620,에프엑스기어,14,99,99
A239660,ARIRANG 우량회사채50 1년,14,99,99
A239970,하이코어,14,99,99
A240540,한국4호스팩,14,03,99
A241180,TIGER 일본니케이225,14,99,99
A241560,두산밥캣,03,01,01
A241790,오션브릿지,13,03,99
A244620,KODEX 모멘텀Plus,14,99,99
A244920,에이플러스에셋,02,03,99
A245710,KINDEX 베트남VN30(합성),14,99,99
A246690,TS인베스트먼트,02,03,99
A246710,티앤알바이오팹,10,03,99
A246780,에이엔비글로벌,14,99,99
A247780,KODEX 가치투자,14,99,99
A248070,솔루엠,14,99,99
A248170,샘표식품,14,03,99
A248260,TIGER 일본TOPIX헬스케어(합성),14,99,99
A248270,TIGER S&P글로벌헬스케어(합성),14,99,99
A252400,KBSTAR 200선물레버리지,14,99,99
A253150,ARIRANG 200선물레버리지,14,99,99
A253160,ARIRANG 200선물인버스2X,14,99,99
A253280,KBSTAR 헬스케어,14,99,99
A253450,스튜디오드래곤,05,01,02
A254120,자비스,10,03,99
A255780,정우신약,14,99,99
A256440,KINDEX 인도네시아MSCI(합성),14,99,99
A256630,포인트엔지니어링,10,03,99
A256750,KODEX 심천ChiNext(합성),14,99,99
A258610,이더블유케이,10,03,99
A259210,글람,14,99,99
A259290,폴루스,14,99,99
A262830,대신밸런스제4호스팩,14,03,99
A264660,씨앤지하이테크,13,03,99
A264900,크라운제과,14,03,99
A26490K,크라운제과우,14,99,99
A265520,AP시스템,13,02,02
A266140,TIGER 지속배당,14,99,99
A266160,KBSTAR 고배당,14,99,99
A266530,체크페이먼트,14,99,99
A267250,현대중공업지주,12,01,01
A267270,현대건설기계,03,02,99
A267300,TIGER 코스닥150로우볼,14,99,99
A267440,KBSTAR 미국장기국채선물(H),14,99,99
A267450,KBSTAR 미국장기국채선물인버스(H),14,99,99
A267770,TIGER 200선물레버리지,14,99,99
A267790,배럴,10,03,99
A267850,아시아나IDT,05,03,99
A268200,아크로스,14,99,99
A269420,KODEX S&P글로벌인프라(합성),14,99,99
A270520,지엔원에너지,05,03,99
A271560,오리온,14,01,01
A272290,이녹스첨단소재,13,02,02
A275750,KBSTAR 코스닥150선물인버스,14,99,99
A276000,TIGER 글로벌자원생산기업(합성 H),14,99,99
A276730,제주맥주,14,99,99
A276920,IBKS제7호스팩,14,03,99
A276970,KODEX 미국S&P고배당커버드콜(합성 H),14,99,99
A276980,빅텍스,14,99,99
A277290,현대에스티앤피,14,99,99
A277310,다자요,14,99,99
A277490,파워리퍼블릭,14,99,99
A277650,TIGER 코스피중형주,14,99,99
A277810,레인보우로보틱스,14,99,99
A277880,티에스아이,10,03,99
A278240,KBSTAR 코스닥150선물레버리지,14,99,99
A278280,천보,10,01,02
A278650,노터스,05,03,99
A280320,KINDEX 미국IT인터넷S&P(합성 H),14,99,99
A280470,이케이중공업,14,99,99
A281990,KBSTAR 중소형고배당,14,99,99
A284620,카이노스메드,05,02,99
A284990,KBSTAR 200에너지화학,14,99,99
A28513K,SK케미칼우,12,99,99
A285490,노바텍,10,02,99
A285820,뉴지스탁,14,99,99
A286340,짐브러스,14,99,99
A287330,KBSTAR 200생활소비재,14,99,99
A287410,제이시스메디칼,02,03,99
A288620,에스퓨얼셀,10,02,99
A289010,아이스크림에듀,10,03,99
A289220,자이언트스텝,14,99,99
A289250,TIGER MSCI KOREA ESG유니버설,14,99,99
A290650,엘앤씨바이오,10,01,02
A290660,네오펙트,10,03,99
A291130,KINDEX 멕시코MSCI(합성),14,99,99
A291230,엔피,02,03,99
A291650,압타머사이언스,05,02,99
A291680,KBSTAR 차이나H선물인버스(H),14,99,99
A292130,TIGER 중소형성장,14,99,99
A292160,TIGER KRX300,14,99,99
A292750,ARIRANG KRX300,14,99,99
A293180,HANARO 200,14,99,99
A293990,한얼리치,14,99,99
A294630,서남,10,03,99
A294870,HDC현대산업개발,01,02,01
A296710,KODEX FnKorea50,14,99,99
A298000,효성화학,12,02,99
A298040,효성중공업,09,02,99
A298050,효성첨단소재,12,02,01
A298060,에스씨엠생명과학,10,02,99
A298690,에어부산,06,03,99
A298770,KODEX 한국대만IT프리미어,14,99,99
A300080,플리토,13,03,99
A300640,KBSTAR 게임테마,14,99,99
A300950,KODEX 게임산업,14,99,99
A301300,바이브컴퍼니,13,03,99
A301440,ARIRANG 코스피중형주,14,99,99
A302430,이노메트리,10,03,99
A304720,에어필립,14,99,99
A304780,HANARO 200선물레버리지,14,99,99
A305090,마이크로디지탈,10,03,99
A305720,KODEX 2차전지산업,14,99,99
A306620,네온테크,10,03,99
A306960,KODEX KRX300선물인버스,14,99,99
A30703K,조앤강1우,14,99,99
A307280,원바이오젠,02,03,99
A307520,TIGER 지주회사,14,99,99
A307750,국전약품,10,03,99
A307950,현대오토에버,05,02,99
A309190,ARIRANG KRX300산업재,14,99,99
A309230,KINDEX 미국WideMoat가치주,14,99,99
A309740,에코마인,14,99,99
A310080,KBSTAR 중국MSCI China(H),14,99,99
A310960,TIGER 200TR,14,99,99
A310970,TIGER MSCI Korea TR,14,99,99
A311320,지오엘리먼트,14,99,99
A311390,네오크레마,10,03,99
A313760,윌링스,10,03,99
A314250,KODEX 미국FANG플러스(H),14,99,99
A315480,KBSTAR 200커뮤니케이션서비스,14,99,99
A315930,KODEX Top5PlusTR,14,99,99
A318400,엠에스웨이,14,99,99
A319700,선우,14,99,99
A322510,제이엘케이,13,03,99
A322590,씨아이씨티,14,99,99
A322780,코퍼스코리아,05,03,99
A323230,엠에프엠코리아,10,03,99
A325010,KODEX Fn성장,14,99,99
A325840,제트바이오텍,14,99,99
A327260,RF머트리얼즈,10,03,99
A328370,ARIRANG 코스피TR,14,99,99
A32904L,마린이노베이션2우,14,99,99
A329670,KODEX TRF7030,14,99,99
A329750,TIGER 미국달러단기채권액티브,14,99,99
A33129K,너겟1우,14,99,99
A331920,셀레믹스,10,03,99
A332500,KINDEX 200TR,14,99,99
A332620,ARIRANG 미국장기우량회사채,14,99,99
A333900,아이브스,14,99,99
A335810,프리시젼바이오,10,99,99
A335890,비올,02,03,99
A336060,유안타제5호스팩,02,03,99
A33626L,두산퓨얼셀2우B,09,99,99
A336370,솔루스첨단소재,09,02,99
A337280,현우테크,14,99,99
A339610,에이바이오텍,14,99,99
A339770,교촌에프앤비,07,02,99
A339950,아이비김영,05,03,99
A340350,SK6호스팩,02,03,99
A340930,유일에너테크,14,99,99
A341170,퓨쳐메디신,14,99,99
A343510,하나금융16호스팩,02,03,99
A344050,신영스팩6호,02,03,99
A344540,바이오스탠다드,14,99,99
A347030,두드림넷,14,99,99
A347740,피엔케이피부임상연구센타,05,03,99
A348080,큐라티스,14,99,99
A348210,넥스틴,13,02,99
A348350,위드텍,10,02,99
A351330,이삭엔지니어링,14,99,99
A353190,휴럼,02,03,99
A353200,대덕전자,09,02,99
A353810,이지바이오,10,02,99
A354240,KBSTAR 미국고정배당우선증권ICE TR,14,99,99
A354350,HANARO 글로벌럭셔리S&P(합성),14,99,99
A355150,교보10호스팩,02,03,99
A357100,파워보이스,14,99,99
A357230,에이치피오,14,99,99
A357780,솔브레인,10,01,02
A363260,하나금융17호스팩,14,99,99
A364690,KODEX 혁신기술테마액티브,14,99,99
A364980,TIGER KRX2차전지K-뉴딜,14,99,99
A365000,TIGER KRX인터넷K-뉴딜,14,99,99
A367760,KBSTAR Fn5G테크,14,99,99
A368590,KBSTAR 미국나스닥100,14,99,99
A368770,한국9호스팩,14,99,99
A370310,플러스앤파트너스,14,99,99
A371470,TIGER 차이나바이오테크SOLACTIVE,14,99,99
A371870,KINDEX 차이나항셍테크,14,99,99
A377030,맥스트,14,99,99
A378850,화승알앤에이,14,99,99
A379800,KODEX 미국S&P500TR,14,99,99
A379810,KODEX 미국나스닥100TR,14,99,99
A380320,삼성머스트스팩5호,14,99,99
A381170,TIGER 미국테크TOP10 INDXX,14,99,99
A381180,TIGER 미국필라델피아반도체나스닥,14,99,99
A385600,네비게이터 친환경자동차밸류체인액티브,14,99,99
A387280,TIGER 퓨처모빌리티액티브,14,99,99
A390350,제이비바이오텍,14,99,99
A390390,KODEX 미국반도체MV,14,99,99
A394340,KOSEF 릭소글로벌디지털경제MSCI,14,99,99
A394660,TIGER 글로벌자율주행&전기차SOLACTIVE,14,99,99
A394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),14,99,99
A395160,KODEX Fn시스템반도체,14,99,99
A000030,우리은행,14,01,01
A000060,메리츠화재,02,02,99
A000100,유한양행,08,01,01
A000157,두산2우B,05,99,99
A000215,DL우,01,99,99
A000225,유유제약1우,08,99,99
A000300,대유플러스,09,03,99
A000370,한화손해보험,02,02,99
A000490,대동,03,03,99
A000500,가온전선,09,03,99
A000540,흥국화재,02,03,99
A000660,SK하이닉스,09,01,01
A000680,LS네트웍스,07,03,99
A000725,현대건설우,01,99,99
A000760,이화산업,07,03,99
A000850,화천기공,03,03,99
A000890,보해양조,14,03,99
A000990,DB하이텍,09,02,01
A001040,CJ,02,01,01
A001200,유진투자증권,02,03,99
A001250,GS글로벌,07,03,99
A001260,남광토건,01,03,99
A001440,대한전선,09,02,01
A001500,현대차증권,02,03,99
A001560,제일연마,11,03,99
A001630,종근당홀딩스,08,02,99
A001725,신영증권우,02,99,99
A001795,대한제당우,14,99,99
A001820,삼화콘덴서,09,02,99
A001840,이화공영,01,03,99
A001940,KISCO홀딩스,11,03,99
A002100,경농,12,03,99
A002140,고려산업,14,03,99
A002220,한일철강,11,03,99
A002270,롯데푸드,14,03,99
A002380,KCC,12,02,01
A002620,제일파마홀딩스,05,03,99
A002630,오리엔트바이오,08,03,99
A002700,신일전자,07,03,99
A002810,삼영무역,07,03,99
A002820,SUN&L,10,03,99
A002880,대유에이텍,06,03,99
A002920,유성기업,06,03,99
A002995,금호건설우,01,99,99
A003030,세아제강지주,02,03,99
A003070,코오롱글로벌,01,02,99
A003090,대웅,02,01,01
A003120,일성신약,08,03,99
A003200,일신방직,14,03,99
A003280,흥아해운,06,03,99
A003300,한일홀딩스,11,03,99
A003310,대주산업,10,03,99
