개봉년도,제목,요약,줄거리,장르,국내외,감독,배우,포스터
2021,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,“이번에야말로 이 손으로 나의 왕을 죽이는 거다―”,"방랑의 기사 베디비어와 칼데아 일행이 향한 특이점― 서력 1273년의 예루살렘. 백성들은 집을 잃고 쫓겨났으며, 그 땅은 세 개의 세력이 대치하고 있는 불모지가 되어 있었다.백아의 성을 쌓고 백성들을 살육하는 사자왕과 '원탁의 기사'를 쓰러뜨리기 위해, 베디비어 일행은 '산의 백성'과 힘을 합쳐 싸운다. 사투 끝에 소중한 동료를 잃은 그들은 강대한 힘을 가진 '태양왕 오지만디아스'에게 동맹을 요청한다.하지만 오지만디아스는 사자왕의 계획에 대해 말하며 자신의 백성들을 지키겠다는 이유로 제안을 일축해버린다.베디비어 일행은 사자왕의 진의를 알고 전율하지만, 동료들과 함께 그 계획을 저지하기 위해 성도 카멜롯으로 진격할 것을 결의한다.그리고 드디어 성도 결전의 날을 맞이한다.냉혹 무도의 끝을 달리는 사자왕의 진짜 목적은? 약속된 멸망의 세계에서 인류를 구제할 방법이란? 용서받지 못할 죄를 짊어진 베디비어가 맞이하는 결말은?―가장 슬프고 아름다운 Fate가 이곳에서 완결된다.","애니메이션, 액션, 판타지",0.0,아라이 카즈토,"미야노 마모루, 시마자키 노부나가, 타카하시 리에",https://movie-phinf.pstatic.net/20210811_241/1628656879265GeTrk_JPEG/movie_image.jpg?type=m203_290_2
2021,기생춘,포복절도 유쾌 상쾌 통쾌한 코믹섹스 에로틱 진심 버라이어티 패러디 영화!,"엉뚱발랄하고 소녀감성의 여주인공 “춘”이는 절친 가희와 함께 자신의 남친 집에 얹혀 살며, 바둥거리지만 결국 목표를 잃은 삼포세대로 흡수되어 버린다.그래도 미래에 대한 고민을 떨칠 수 없던 “춘”이는 우연한 기회에 대저택으로 숨어 들어가면 되면서 완벽한 기생을 위한 절친 가희와 남친과 함께 치밀한 작전을 짜게 되지만 엄청난 대가와 폭풍이 기다리고 있다는 걸 아직 모르는 세 사람의 이야기가 천진난만하게 펼쳐진다!","코미디, 드라마",1.0,김영희,"[국내] 
						
							청소년 관람불가",https://movie-phinf.pstatic.net/20210319_30/1616131015166mBbgs_JPEG/movie_image.jpg?type=m203_290_2
2021,나는 나대로 혼자서 간다,이제부터 혼자 간다!,정략결혼을 피해 도망친 도쿄에서‘슈조’와 운명적 사랑에 빠진 ‘모모코’는오랜 시간 가족을 위한 삶을 살아간다.남편이 먼저 세상을 떠나고 혼자 남게 된 모모코는비로소 진정한 자유를 만끽하며새로운 ‘홀로 라이프’를 펼쳐나가기 시작하는데...찬란했던 젊은 날의 기억과 함께새롭게 꽃피우는 모모코의 인생 후반전!,드라마,0.0,오키타 슈이치,"다나카 유코, 아오이 유우, 히가시데 마사히로",https://movie-phinf.pstatic.net/20210629_142/1624943003859r8KML_JPEG/movie_image.jpg?type=m203_290_2
2021,나를 잡아줘,“도망가는 연애세포 잡아줘~!”,"어제도 혼자, 오늘도 혼자인 솔로만렙 ‘미츠코’그녀의 앞에 나타난 연하남 ‘타다’썸인지 아닌지 헷갈리는 관계에 멘탈은 붕괴 일보직전!위기의 ‘미츠코’는 퍼스널 썸도우미 ‘A’를 호출하고그의 가이드에 따라 뚝딱거리는 연애를 시작하는데…","멜로/로맨스, 코미디",0.0,오오쿠 아키코,"노넨 레나, 하야시 켄토",https://movie-phinf.pstatic.net/20211021_10/1634788556946sdCNx_JPEG/movie_image.jpg?type=m203_290_2
2021,나소흑전기: 첫만남편,요정과 인간이 공존하는 환상적인 세계가 열린다!,"숲속의 집을 잃고 홀로 떠돌던 검은 고양이 요정 ‘소흑’은도시 뒷골목에서 미스터리한 능력의 요정 ‘풍식’을 만나 위기를 모면한다.‘풍식’의 무리와 버려진 섬에서 행복한 시간을 보내는 ‘소흑’.그러던 중 최강 능력의 집행자 ‘무한’이 ‘풍식’을 쫓아 섬에 오자‘풍식’ 일행은 달아나고, ‘소흑’만 남게 된다.홀로 남은 ‘소흑’을 요정들의 회관으로 데려가려는 ‘무한’과‘무한’을 무서운 인간이라 여겨 도망치려는 ‘소흑’.둘은 여정 속에서 점점 마음을 열게 되고,‘무한’은 ‘소흑’에게 특별한 능력이 있음을 알게 된다.한편, 요정들이 공격받는 의문의 사건이 곳곳에서 일어나고,엄청난 능력을 지닌 존재들이 ‘소흑’과 ‘무한’의 앞을 막아서는데…함께하면 두려울 것 없는 우리들의 이야기는 지금부터!",애니메이션,0.0,MTJJ 목두,"손선영, 김진홍, 정의한",https://movie-phinf.pstatic.net/20210407_13/16177744390453FVWM_JPEG/movie_image.jpg?type=m203_290_2
2021,나의 작은 동무,"아빠, 착한 아이가 되면 엄마가 돌아와?""","1950년대 에스토니아,수용소로 간 엄마를 기다리는 여섯 살 ‘렐로'는엄마와의 약속대로 착한 아이가 되기 위해빨간 스카프를 두른 '소년단’이 되기로 결심한다.한편, '렐로'는 자꾸만 집으로 찾아오는 검은 옷을 입은 어른들에게왜 아빠의 자랑스러운 스포츠 메달을 비밀로 해야 하는지 궁금하기만 한데... '렐로'가 씩씩한 소년단이 되면, 엄마가 입학식 전까지 집으로 돌아올까?",드라마,0.0,무니카 시멧츠,탐벳 투이스크,https://movie-phinf.pstatic.net/20201221_129/1608529637803VLHcG_JPEG/movie_image.jpg?type=m203_290_2
2021,나이트 언데드,"“쉿, 그것들을 조심해”","정체불명의 존재에게 아들 ‘베니’를 잃은 뒤아내를 떠나보내고 혼자가 된 메이슨 박사는사후세계를 증명하기 위한 프로젝트를 시작한다.저승과 이승을 연결하는 약의 제조 기술을 가진 ‘마야’가 합류한 뒤프로젝트는 성공에 가까워지지만이내 환각과 현실 사이 모든 것이 뒤엉키고,팀원들이 하나 둘 사라지는 가운데메이슨 박사는 아들을 앗아간 존재를 마주하게 되는데…","미스터리, 공포, 스릴러",0.0,마리오 소렌티,"토마스 크레취만, 나딘 벨라즈퀘즈, 조쉬 스튜어트",https://movie-phinf.pstatic.net/20210112_267/1610437147954jjNwg_JPEG/movie_image.jpg?type=m203_290_2
2021,남색대문,여름마다 떠오를 청춘 영화의 클래식,"단짝 친구 ‘위에전’에게 사랑을 느끼는 ‘커로우’같은 학교 남학생 ‘시하오’를 짝사랑하는 ‘위에전’그리고 ‘커로우’의 비밀을 알지만 사랑을 멈출 수 없는 ‘시하오’“이 여름이 지나고 나면, 내 마음이 선명해질까?”누군가를 좋아하는 감정에 어쩔 줄 몰랐던 열일곱가슴 아린 짝사랑과 설레는 첫사랑 사이에서한 여름의 성장통을 지나는 세 청춘의 이야기","드라마, 멜로/로맨스",0.0,이치엔,"계륜미, 진백림, 양우림",https://movie-phinf.pstatic.net/20210809_208/1628492653988tySJj_JPEG/movie_image.jpg?type=m203_290_2
2021,낫아웃,“내 꿈은 얼마예요?”,"기적이 일어났고, 끝까지 가고 싶었다.특별할 것 없던 열아홉 고교 야구 입시생 ‘광호’는봉황대기 결승전 결승타의 주인공이 된다,잘 될 것 같았던 신인 드래프트에서 탈락한 ‘광호’.야구를 계속하기 위해서는 돈이 필요하다고 생각한 ‘광호’는친구에게 불법 휘발유를 파는 일을 소개받아 악착같이 돈을 모으기 시작한다.하지만 뭐하나 뜻대로 되지 않자,결국 ‘광호’는 친구에게 위험한 제안을 하는데….",드라마,1.0,이정곤,"정재광, 정승길, 김희창",https://movie-phinf.pstatic.net/20210520_152/1621485754326FuY4e_JPEG/movie_image.jpg?type=m203_290_2
2021,내가 죽기를 바라는 자들,"난 널 반드시 구할 거야 
삶과 죽음의 불길이 타오른다!","화재 현장에서 세 명의 아이를 구하지 못한 죄책감과 트라우마로 감시탑에 배정된공수소방대원 한나는 거대 범죄의 증거를 가지고 도주 중인 소년을 만난다.한편 소년을 쫓던 두 명의 킬러는 사람들의 눈을 돌리기 위해 불을 내고 삽시간에 번져가는데…죽이려는 자와 지키려는 자, 거대한 불길 속에서 치닫는 생사를 건 대결.그날 밤, 삶과 죽음이 타오르는 불길 속에 모두가 있었다!","범죄, 스릴러",0.0,테일러 쉐리던,"안젤리나 졸리, 니콜라스 홀트, 핀 리틀",https://movie-phinf.pstatic.net/20210421_197/1618986670596Y6mDD_JPEG/movie_image.jpg?type=m203_290_2
2021,내겐 너무 소중한 너,가짜라도! 아빠가 되어야 한다!,"돈만 빼고 세상 무서울 게 없다고 호언장담하던 ‘재식’은갑자기 세상을 떠난 ‘지영’의 전재산을 먹튀하기 위해‘지영’의 딸 ‘은혜’의 가짜 아빠를 자처하게 된다.알고 보니 ‘은혜’는 시각과 청각 장애를 모두 가진 아이.보지도, 듣지도 못하는 ‘은혜’를 귀찮아 하던 ‘재식’은손끝으로 세상을 느끼는 ‘은혜’만의 특별한 방식에조금씩 익숙해지기 시작하는데…",드라마,1.0,"이창원, 권성모","진구, 정서연",https://movie-phinf.pstatic.net/20210513_248/1620894322241bLbgw_JPEG/movie_image.jpg?type=m203_290_2
2021,내겐 너무 어려운 연애,술 금지! 돼지고기 금지! 혼전 성관계 절대 금지?!,이탈리아에서 태어나 로마에서 방글라데시 출신 가족들과 함께 이슬람 커뮤니티에서 살고 있는 파임은 콘서트에서 만난 반항적이고 매력적인 아시아와 사랑에 빠지게 된다. 하지만 이슬람 율법에서는 절대 혼전 성관계를 허락하지 않는다! 종교와 열정 사이 어떤 선택을 할 것인가?,"코미디, 멜로/로맨스",0.0,파임 부이얀,파임 부이얀,https://movie-phinf.pstatic.net/20210126_9/1611651732762MOfhN_PNG/movie_image.jpg?type=m203_290_2
2021,내일의 기억,"깨어난 후, 다른 사람의 미래가 보이기 시작했다","사고로 기억을 잃은 채 깨어난 수진 옆엔자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다.그리고 집에 돌아온 후,마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다.그러던 어느 날 길에서 만난 옛 직장 동료는수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고,때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……","미스터리, 스릴러",1.0,서유민,"서예지, 김강우",https://movie-phinf.pstatic.net/20210406_131/1617688160755B157W_JPEG/movie_image.jpg?type=m203_290_2
2021,너에게 가는 길,알고 싶어 너의 세상,"34년차 소방 공무원 ‘나비’와 27년차 항공 승무원 ‘비비안’,단 한번도 상상해본 적 없는 내 아이의 커밍아웃 이후오늘도 한 걸음 다가가는 중인 현재진행형 그녀들의 뜨거운 이야기",다큐멘터리,1.0,변규리,"나비, 비비안, 한결",https://movie-phinf.pstatic.net/20211018_178/1634547896208Yeek3_JPEG/movie_image.jpg?type=m203_290_2
2021,네가 내가 되었으면 좋겠다,이건.. 너랑 나 사이에 비밀이다!,"수진을 짝사랑해 왔던 충길은 주변 친구들에게 고백을 하고친구들을 동원해 철저하게 계획된 고백 작전을 펼친다.엉뚱하지만 기발한, 치밀하지만 귀여운 충길의 고백 작전은 계획한대로 순조롭게이루어지는 듯 하지만 예상치 못한 복병을 맞이하게 된다.과연 충길의 고백은 성공할 수 있을까?",멜로/로맨스,1.0,김충길,"김충길, 황현주",https://movie-phinf.pstatic.net/20210513_84/1620882380570r9HhJ_JPEG/movie_image.jpg?type=m203_290_2
2021,노매드랜드,"전 세계가 동행한 가슴 벅찬 여정, 길이 계속되는 한 우리의 삶도 계속된다. 
모든 것이 무너진 후에야 비로소 열리는 새로운 길 그리고 희망","경제적 붕괴로 도시 전체가 무너진 후 홀로 남겨진 ‘펀’.(프란시스 맥도맨드)추억이 깃든 도시를 떠나 작은 밴과 함께 한 번도 가보지 않은 낯선 길 위의 세상으로 떠난다.그 곳에서 ‘펀’은 각자의 사연을 가진 노매드들을 만나게 되고,광활한 자연과 길 위에서의 삶을 스스로 선택한 그들과 만나고 헤어지며다시 살아가기 위한 여정을 시작하는데…",드라마,0.0,클로이 자오,프란시스 맥도맨드,https://movie-phinf.pstatic.net/20210325_116/16166363029599OMXS_JPEG/movie_image.jpg?type=m203_290_2
2021,노바디 ,"정말이지 착하게 살고 싶었다. 참으려고 했다.
이제 나 건드리면 X된다!","비범한 과거를 숨긴 채 남들과 다를 바 없는 평범한 일상을 사는 한 가정의 가장 ‘허치’매일 출근을 하고, 분리수거를 하고 일과 가정 모두 나름 최선을 다하지만아들한테는 무시당하고 아내와의 관계도 소원하다.그러던 어느 날, 집안에 강도가 들고 허치는 한 번의 반항도 하지 못하고 당한다.더 큰 위험으로부터 가족을 지키기 위한 선택이었는데 모두 무능력하다고 ‘허치’를 비난하고,결국 그동안 참고 억눌렀던 분노가 폭발하고 만다.","액션, 코미디",0.0,일리야 나이슐러,밥 오덴커크,https://movie-phinf.pstatic.net/20210412_226/1618192532740Fjxab_JPEG/movie_image.jpg?type=m203_290_2
2021,노회찬6411,"노회찬 의원 3주기, 첫 번째 다큐멘터리!",시커메진 한국 정치의 판을 바꾸고자 했던 사람서민의 언어로 그들의 속을 시원하게 대변했던 사람함께 비를 맞으며 약자와 공감하고자 했던 사람법 앞에 만인이 평등하길 희망했던 사람누구나 악기 하나 정도는 다룰 수 있는 사회를 꿈꿨던 사람지금 더욱 그리운 이름노회찬의 진짜 이야기가 시작된다!,다큐멘터리,1.0,민환기,노회찬,https://movie-phinf.pstatic.net/20211015_214/1634274562303f5do1_JPEG/movie_image.jpg?type=m203_290_2
2021,늑대와 빨간 재킷,"""도망치느니 살인자가 되겠어""
늑대 같은 새디스트 살인마 vs 킬러 본능에 눈뜬 빨간 재킷",클럽에서 곤경에 처한 자신을 도와준 의문의 남자에게 호감을 느낀 '이브'하지만 그 남자 역시 사냥감을 물색하던 새디스트 살인마였고 곧 이브의 목숨을 위협한다.미로 같은 거대한 숲으로 가까스로 피신한 이브는더 이상 도망치지 않고 스스로 살인자가 되어 핏빛 복수를 하기로 다짐하는데…,스릴러,0.0,뱅상 파로노드,"루시 드베이, 아리 보르탈테르",https://movie-phinf.pstatic.net/20210120_150/1611111856192dVj8s_JPEG/movie_image.jpg?type=m203_290_2
2021,다이노 마이 프렌드,"용감한 다이노 특공대, 과거로 출동~! 
공룡 세계에서 펼쳐지는 스펙터클한 어드벤처가 시작된다!","공룡 연구를 위해 타임머신을 타고 과거로 떠난 뒤 사라진친구를 구하기 위해 용감한 인턴 요원 ‘우디’가 출동한다.최강 초식 공룡 스테고사우루스부터무시무시한 지배자 데이노니쿠스,공룡의 제왕 티렉스까지 모인 그곳!신세계를 발견한 기쁨도 잠시, 뜻밖의 위기에 빠진 ‘우디’는꼬마 공룡 ‘샤샤’의 도움으로 무사히 탈출하며 둘은 친구가 된다.한편, 초식동물 마을을 탐내는 포악한 공룡 ‘디에고’의 등장으로모험을 떠난 ‘우디’와 ‘샤샤’는 위험천만한 상황에 맞닥뜨리는데..과연, 두 친구는 위기에 처한 공룡 마을을 지켜내고‘우디’는 무사히 현재로 돌아올 수 있을까?","애니메이션, 모험",0.0,종유,"[국내] 
						
							전체 관람가",https://movie-phinf.pstatic.net/20210716_43/16264044450974xxlY_JPEG/movie_image.jpg?type=m203_290_2
