title,score,review
듄,6,1.지루함 2. 2편을 위한 제물 3. 시원한 액션신 없음 고구마 전개
베놈 2: 렛 데어 비 카니지,10,
베놈 2: 렛 데어 비 카니지,1,아들이 보자고 해서 갔는데 보통 마블코믹스 대비 질이 떨어짐!  너무 연출도 재미없고 스토리도 동떨어짐. 감동제로 최악
듄,6,1. 사전지식이 있어야 이해하기가 쉬울 것이다.                             2. 방대한 내용을 어떻게 앞으로 녹일 것인가?    3. 배경음이 좋다는 평이 대부분이지만 시끄러운 것을 기피하는 쪽이라면 불편하게 들릴 수도 있다.         4. 출연 배우가 화려하다고 만사형통은 아니다.
듄,8,"성경과 SF, 중세와 미래를 섞은 혼합물...장쾌한 액션은 없고, 정적인 기괴함을 많으 보여준다는 점이 독특한 볼거리. 세팅과 미장센은 좋다. 다만 이런 느린 호흡의 시리즈물을 얼마나 오래 기다리며 볼 수있을지는 미지수..."
듄,10,역대 최고수준의 연출이다. 마블 영화처럼 가볍고 만화같은거 좋아하는 사람들은 싫어 할지도.
듄,6,평점들이안좋은게 지루한영화인가보네..영상좋아도 2시간반을본다는건쉽지않을듯
베놈 2: 렛 데어 비 카니지,10,"평점 조절해서 10점. 킬링타임 용으로 괜찮은데 너무 까는게 아닌지 싶어서, 전작에 이어서 1편보다 아쉽지만 쿠키가 더 기대를 되고 스파이더맨과 베놈 세계관 차원을 넘어서 이어진다. (닥터스트레인지 연향으로)"
모가디슈,10,마지막 헤어짐은 정말 짠하고 울컥했습니다 ㅠ
베놈 2: 렛 데어 비 카니지,6,마블영화 답게 약간 억지스러운 스토리 전개.하지만 재미있다.
듄,8,아바타급 영화...일단 볼꺼리가 많다...비행체를 빠짐없이 압도적으로 묘사한다.황제의 친위대 사다우카는 3개 대대만으로도 듄 세계관에서 가장 강한 대가문 아트레이데스를 멸망시킨다.그리고 거의 파이브 스타 스토리의L.E.D드래곤만큼이나 절대적인 모래괴물 샤이 훌루드의 존재는 넘사벽임...
듄,10,2부작으로 나누어져 있다는 점에서 이번편은 도입부와 전개에 해당할텐데 클라이맥스를 풀어낼 속편이 더욱 기대되는 작품. sf의 세계관속으로 데려가 줄 영상미와 사운드에는 이견이 별로 없을것이라 생각된다
듄,6,고급 똥…………입니다
듄,10,잔잔한 SF좋아한다면 무조건 명작이라고 느낄수 밖에 없는 영화지만 액션신같이 폭발적인 분위기를 좋아한다면 그저 졸린 영화가 될 수도 있다
고양이를 부탁해,9,굿바이는 새로운 헬로의 시작이다
용과 주근깨 공주,2,으악 최악이다 무슨말인지 하나도 모르겠다 으 극혐 호소다마모루 어쩌다 이렇게된거냐
화이트데이: 부서진 결계,1,"진짜 할말없음,, 너무 볼게없어서 보긴 했는데,, 개연성도 없고 뭔소린지도 모르겠고.. 정 시간 없으면 OO난 cg 보는 맛에 한번 보시길 권함,,"
브라더,1,보지마세요  간곡히 부탁드립니다
모가디슈,10,감정 몰입도가 괜찮은 스토리네요
모가디슈,10,당장 저번달 일어난 일이래도 믿을만큼 바뀐게 없어서 슬픈 남북사이..ㅠ
007 노 타임 투 다이,6,K-드라마를 너무 많이 본 감독. 그래도 마지막이니까
경고,10,신박한 인디 호러. 오랜만에 만나는 아이디어의 오싹함. 차기작이 기대되는 감독
노회찬6411,2,"...,,,,..점점쩜쩜쩜"
듄,7,세계관과 큰스케일 설명한다고 지루한 부분이 없지않아 있다..아이맥스로 보았지만 어두운 영상으로 눈이 많이 피로감을 느꼈다. 그렇지만 사운드와 ost때문에 귀가 시원했다. 후속작이 아주 기대가 된다!
듄,10,영상미매우좋음 다음펀매우기대중 스케일매우큼 한스짐머답게 브금도웅장 강추
듄,8,영화 보지도 않았으면서 !점 남기는건 어떤 버러지가 하는짓이냐? ㅋㅋㅋㅋ
기적,9,담백하고 잔잔한 웃음과 감동이 같이있는 영화입니다.
마더,9,한국사회 모성신화 뒤에 숨은 동물적 본능.
용과 주근깨 공주,4,미래의 미라이가 마지막 이였던것같다
쁘띠 마망,10,"서로의 뒤로 난 길을 따라가다 만난, 과거이면서 미래이기도 한, 내  비밀이면서 네 비밀이기도 한,  8살 소녀들의 아름답고 소중한 이야기"
듄,10,믿고 보는 드니빌뇌브 감독과 티모시의 조합은 믿고 봐야지. 전날 봤는데 서사와 액션 다 퍼펙트하다!! 듄 2도 기대됨
듄,2,솔직하게 예고편만 봐도 딱.  느낌오잔앙.. 개 지루하고 . 액션 스펙터클없고. 난 안봤지만 분명 개지루하다는 사람 속출할꺼다..
노회찬6411,1,좌파들의 미화 선동영화 지겹다.. 이세상이 어찌되려나
듄,10,이게 재미없다고하면 영알못 인증임 ㅇㅇ 진짜 개잘만들었음 후속작이 기대됨 액션이 화려한 블록버스터를 생각하면 지루할지도
듄,1,진짜 평론가들 어이가 없다 희대의 거품이다 소설이 없다면 이건 아무것도 아니야 미국 국뽕이야 영화와 소설은 다른 장르다 소설은 이해가 안되면 잠시 멈추고 또읽고 하면되 그러나 영화를 이렇게 지루하게 만들면 안되지 이런걸 예술이라고 하면 참 아바타 만든 제임스 카메론한테 조금만 배워라
어페어 오브 더 넥클리스,5,의상이나 이런거 볼거리는 좀 있는데 나머지는 그저그런
보이스,8,피싱 당한 친구랑 봤는데 초반에 4D로 보는 느낌이래
상하이 키스,3,별로 웃기지도 않고 여주 짜증
듄,10,날아다니는 히어로와 빠른 이야기 전개에 익숙해진 세상에 제시하는 SF의 새로운 방향
베놈 2: 렛 데어 비 카니지,6,그저.... 마블이니까 본거야... 1편도 봤으니까 본거야...내가 귀마개를 어디다 뒀더라??
빛과 철,8,고. 라니가///라.이트에 비추는 순간///니.들이 뭘알아. 그것봐 아니라고 했잖아... ////
라스트 듀얼: 최후의 결투,10,지금 막 보러 드가는중입니다 ㅜㅜ리들이스콧옹.. 1937년생 ㅜㅜ 오래오래 건강하게 좋은 영화 많이 만들어주세요!
불한당: 나쁜 놈들의 세상,10,
듄,7,분위기는 굉장히 몰입감 있고 영상미도 아름다우나 1편은 그냥 세계관을 이해시켜주는 수준에서 끝난다는 것이 단점이다.
바람과 야망,6,보고 있으면 요트 한번 해보는것도 괜찮을거 같단 생각든다
레드슈즈,10,7살 감상평) 엄청 멋지고 주인공이 예뻤다 그리고 빨간구두가 예뻤다 많이 무섭지않았다 아이들이 매우 좋아할꺼같아요.
베놈 2: 렛 데어 비 카니지,8,이스터에그 액션 개그만넣고 영화 만든 느낌액션 스토리 플레이타임까지 시원시원해서 다행이지 후속작 떡밥막물다가 저스티스리그 꼴날뻔
듄,10,감독이 드니 빌뇌브니까 영화가 상당히 조용합니다. 액션보다는 영상미와 음악에 집중하며 관람하세요. 스타워즈같은 sf액션 영화 기대하고 갔다가는 꿀잠을 당하실 수도 있습니다. 그리고 이 영화는 2부작으로 기획된 시리즈의 1편이므로 도중에 똥싸다가 끊기는 기분이 들 수도 있다는 점 감안하세요
맨 프럼 어스,9,2시간 동안 쇼파에서 전지전능한 예수를 비속어와 폭력하나 없이 잔잔하게 하지만 어느 영화에서도 못할 수준으로 까버립니다.
라스트 듀얼: 최후의 결투,10,거장 리들리 스콧 감독의 글래디에이터 이후 혼신이 담긴 역사적인 대작!
베놈 2: 렛 데어 비 카니지,6,
소년시절의 너,10,영화다운 영화를 봤다. 이건 걍 봐야 안다ㅠ 아직 고민하고 있다면 그냥 봐라 그냥...보고난 후에 이 영화 생각하면 마음이 저릿한게 있음
부에나 비스타 소셜 클럽,10,꺼져가는 쿠바 뮤지션들의 심지에 불을 당겨  활활 타오르게 만든 감독에게 감사하며 쿠바 뮤지션들에게 존경을 표합니다. 몇 년 전 본 것을 영화관에서 다시 보며 쿠바 첫날 말레꼰 해변의 파도와 연인들이 생각났습니다.
듄,8,세계관이 크고 방대해서 프롤로그 보고 끝나는 느낌임재미가 있냐라고 물으면 재미 있음근데 분명 일반적인 우주전쟁 영화 느낌은 아님 폭풍이 부는데 잔잔함어쨌든 본격적인 이야기는 시작도 안했음
노회찬6411,1,미화 ㄴ ㄴ 하세요오오오오옹
듄,7,시사회로 미리 보고옴 일단 그래픽이 장난아니고 티모시가 잘생겼지만 중간중간 지루한 장면도 있었고 젠데이아는 왜 나중에 나왔나 싶음 중간에 나왔으면어땠을까.. 155분이지만 서사가 너무길고.. 주인공 성장 스토리같음 다음편 기대됨
듄,10,"압도적인 영상미, 눈을 뗄 수 없는 연출. 본인만의 스타일 확실한 SF 영화. 무엇보다 음악이 신의 한 수"
듄,6,분명 황금똥이긴 한데 도중에 끊긴 느낌이다. 무려 2시간 반 동안 쌌는데도 말이다.
미쓰백,10,모든 배우가 다 연기 엄청났어요.. 악역 배우들도요.. 아주 좋은 영화였어요
듄,8,빌뇌브는 SF의 현재이자 미래다.
노회찬6411,10,인간 노회찬에 대해 더 알게 된 소중한 다큐영화
그린 나이트,10,명예라는 개념이 없는 한국사람에겐 다소 난해한 얘기
올드,7,토마신 맥켄지가 너무 이뻐서 오히려 영화보는데 조금 방해됨..ㅋㅋ
유전,9,재미없는 공포영화를 넘 많이 봐서 그런지 재밌고 신선하게 다가왔어요 굿~
노회찬6411,1,미화는 이제 그만~--
클래식,10,이때 손예진은 똥도 않싸구 진짜 이슬만 먹고 살꺼 같았다~
베놈 2: 렛 데어 비 카니지,1,진짜 역대급으러 재미없어요 보다가 잠들뻔
모가디슈,8,우리도 아프리카를 배경으로 하는 탈출 영화를 헐리웃 수준으로 만들수 있다는걸 증명. 하지만 극적 긴장감이 조금 부족한듯...
베놈,10,"되게 재밌고,볼만하면서,기대한 만큼 되게 재밌었던 영화 입니다! 마블 팬으로써 되게 멋지고 재미있었음."
프리 가이,8,무엇보다도 아이디어와 이야기 설정이 신선하다. 시종일관 쏟아지는 CG로 인해 보는 재미가 솔솔하다.
007 노 타임 투 다이,10,"저는 액션, 감동 모두 좋았어요, 평점이 너무 낮아서 이상하네요"
아델라인 : 멈춰진 시간,10,너무멋짐 아..정말 이랬다면 나는 어땠을까?
베놈 2: 렛 데어 비 카니지,10,청불인건 아쉬웠지만 너무 재밌었어요! 팝콘영화로서 최고!! 베놈과 에디의 케미도 너무 재밌고 유쾌해서 즐거웠어요
승리호,8,"한국판SF들은 기존의 뭔가가 조금씩 부족했다면그에비해 완성도가 높았다 많이 발전 했구나 하는 ..다만 짧은 시간안에 내용을 담기위해 조금은 억지스러운 부분도 있었고, 어느정도 예상이 가능 결말이였지만가능성을 보여준 한편이였다 2탄도 나오길 바란다"
영원한 제국,10,
아이언 마스크,7,무난하다...
베놈 2: 렛 데어 비 카니지,1,정말 최악입니다...
F20,6,장영남배우의 연기는 압권이나 조현병에 대해 왜곡할 수 있는 연출이 아쉽다
포크레인,4,"518을 재조명 한다는 점은 늪게 사나, 스토리가 부족하고, 가해자 입장만 나타난것이 아쉬움"
제8일의 밤,10,어제 잠들기전 재미있게 잘봤어요
용루각: 비정도시,2,와~이런쓰레기 영화첨봄
2046,8,
아미 오브 더 데드,1,산업 폐기물 열 글자 열 글자 열 글자 저 다섯 글자 빼고 쓸 말도 없는데 뭘 자꾸 열 글자 이상 쓰래 짜증나게
베놈 2: 렛 데어 비 카니지,4,"이 무슨, 이 맛도 저 맛도 아닌...."
미스터 고,2,이영화 재밌다는 사람들은 우뢰매보면 놀라까무라칠듯
바보들의 행진,10,제가 태어나기두 전에 나온 작품이고  어린시절  티브이로  보았던  기억이 ...
베놈 2: 렛 데어 비 카니지,4,산만함을 자꾸 스타일로 착각한다.
F20,10,
23 아이덴티티,7,이해가 100% 되진 않네요 ... 그래도 이해한 범위 내에서의 판단으로는 그냥 저냥인 것 같네요 ..
꼬마 마법사 레미 : 견습 마법사를 찾아서,10,9번째 마법사는 나라는 꿈을 꾸는 한참 어른이 된 저의 상상력에 행복해지네요
베놈 2: 렛 데어 비 카니지,4,쿠키를 보기 위한 97분의 여정
노회찬6411,10,언론을 통해서 절대로 알수없었던 노동자의 친구 서민의 언어로 서민에게 사이다를 선물해 주셨던분
정,10,못본사람들이 안타까울정도의영화연기 오징어게임 미나리는 아무것도아님
정,10,인생영화   못봄사람들이안탑깝다 재개봉 가즈아
달콤한 인생,10,에릭이 죽은 총기밀매상 동생인걸 4번째 보고 나서야 깨달은...
베놈 2: 렛 데어 비 카니지,7,"솔직히, 별로"
브라더,2,조재윤 빼고 연기  개같이못하고 특히 정진운 연기쓰레기 액션은 무술감독도 없는지 못봐주고 배기음은 200인데 속도30으로 서행 돌았다진짜 최악은 정진운코 옆모습 토나옴 얼큰이에  대사치는건 구연동화보다 못함
007 노 타임 투 다이,7,"영상미, 액션, 음악, 연기 모두 훌륭했으나 다음 007은 영원히 없을것같아 슬프다"
로마의 휴일,2,"스토리, 연기, 젤 문제는 연출.. 어이상실.."
온리 더 브레이브,9,담주에 입교하는데 스무살 젊은 나이지만 국민을 위해 살아가겠습니다. ㅎㅎ
화차,10,김민희의 연기력. 기억나는 장면이 너무 많다
하울의 움직이는 성,8,하울과 그 특유의 압도되는 분위기는 좋지만 이게 뭔가 싶다 항상 볼 때마다 느끼지만 너무 불친절한 스토리
두사부일체,10,대가리 왜이리 웃기냐 ㅎㅎ
모가디슈,10,이런영화 또 나왔으면
모가디슈,9,생각했던 그런게 아니네ㅋㅋ 와 재밌다
지금은맞고그때는틀리다,4,그저그런 영화 특별할게 업고 진부함
동주,10,
태양은 없다,7,희망이 없다. 노답 인생들.
007 노 타임 투 다이,10,007의 아이덴티티를 잘살렸고 액션도 아주좋았습니다 전편 다본사람으로서 마지막편 정말 재밌게 봤습니다
밀리언 달러 베이비,10,영화를 내딴에는 많이 봐서 요즘 보는 영화들이 시시해지고 더 자극적인 걸 찾게되고 영화를 예전만큼 좋아하지 않게 된 줄 알았다근데 이 영화를 보니 난 역시 영화를 좋아하는구나 다시금 깨닫게 되었다
아수라,10,"작가, 감독이 어떻게 다 알았을까 싶을 정도로 내용에서 선견지명이 대단하다! 영화속은 정의실현이 되었지만, 현실에서 결론은 어떻게 될까?"
더 그레이트 샤크,10,집에서 공짜로 보기좋아요
지금은맞고그때는틀리다,1,대사 하나하나 변태 피용신 ㅈ찐따 같은 영화
아수라,10,완전 대박 사건이야 이건 정말
플립,10,
감기,1,처음부터 끝까지..너무 억지스러워서 공감 안가고 짜증나는 영화
플립,10,
감기,10,차인표 같은 대통령 있으면 얼마나 좋을까..차인표 최고! 지금 2부 보고 있는데 괜찮은 영화!코로나 시국에 개봉 했으면 참 좋았을텐데 아쉬울뿐.. 그래도 코로나 시국에 맞춰 많이 방송 해 줘서 좋습니다 ^^ 영화관에서 보고 티비로도 많이 봤는데 연기자 모두 연기 잘해요 장혁 최고! 끝 장면 재밌네ㅋ
장고:분노의 추적자,3,?? 흑인 노예제도는 참 안된 과거지만 그렇다고 무고한 백인들 죽여가면서 숭고한 흑인해방을 이런식으로 미화 시키네 ? 아무리 영화라지만 흑인들 빨아줘도 너무 빨아주네 ㅉㅉ
늑대아이,10,감동적입니다. 새벽에 보다가 울었습니다.
모가디슈,7,"생각보다 꽤 괜찮다. 긴장감, 스릴있고... 말못할 남북의 뭔가도 있다."
너의 이름은.,9,아무래도 2021에 보자니 과하게 연출된 부분이나 오글거리는 부분이 있는데 영상미+삽입곡으로 무마됨
F20,1,별 잣같은 영화다보겄네  넘 억지스럽고 작위적 스토리.빵점 빵점 빵점   감독이 시나리오도 썻나?최악
발신제한,3,이건 금융권을 목표로 한 영화인가
일본 침몰,2,동물원에 온 느낌이였다
조작된 도시,10,"감독천재, 미래에서 온 감독, 감동, 유머도"
랑종,1,무섭다길래 봤더니 성관계의 악귀와 짐승이 악귀가 빙의된 년이었다.
워리어스 레인보우 2 : 최후의 결전,10,정말 대단한 영화입니다. 오우삼 제작 대단하네요. 음악과 영상미가 마치 실제 속에 있는 것처럼 리얼합니다. 배우들의 연기가 신들린 경지네요. 정말 끝내줍니다. 잔인한 일본놈들 때문에 너무나도 힘든 시대였죠. 실화였다니. 대단하고 경이롭습니다.
보이스,1,네이버평점은 그냥 알바들이 장악했구나 예전부터 그랬지만 이젠갈때까지간듯
뷰티풀 마인드,10,20년전 극장에서 봤는데 어린 나이에 받앗던 감동이 아직도 잊혀지지않아요
테이큰,10,영화 평론가년놈들..지들이 영화 평론할 깜냥은 됨? 그냥 일본av나 보고 오나니나 딸 잡으삼
더 이퀄라이저 2,10,ㅠㅠㅠㅠ너무재밌다ㅠ
밤치기,10,이토록 사랑스러운 영화라니. 정말 해사하다 정가영처럼
현기증,8,그 어떤 공포영화보다 무서웠다.
감기,2,아주 너무 모든 것이 최악.  전염병 관련 영화 보시려면  컨테이젼 보세요
꽃다발 같은 사랑을 했다,10,2시간 내내 지루하지 않게 본 영화 오랜만입니다!
배틀로얄,8,킬링타임용으로 볼만함
클래식,10,볼때마다 두근거리는 영화
낙원의 밤,8,그럭저럭 볼만한 느와르임.
노회찬6411,10,
클레멘타인,10,우리 북조선이 왜 남침했는디 알간? 먼 미래에 남조선 아새끼들이 굴래매은타인 (掘賚蔑慇隨認)이라하는 자본주의 령상물을 제작해 우리 북조선 인민들에게 전파하려는 것을 위대하고 출중하신 김일성장군님이 간파했디. “아바이! 날래 일어나시라요!” 감정에 복받쳐 울 뻔 했디만 우리 북조선 인민들은 남조선의 간사한 잔꾀에 넘어가디 않아
베놈 2: 렛 데어 비 카니지,6,쿠키 영상을 위해 존재하는 영화. 내용은 그저 그랬음. 개연성이 떨어지고 유치하게 끝나고…그리고 카니지 소리 너무 시끄러 ㅋㅋㅋㅋ 고막 나갈뻔… 엔딩크레딧 올라갈 때 주제곡 나오는데 노래 하나 잘뽑았더라 스카일러그레이 ??????
모가디슈,6,어수선한 초반 지루한 전개 쓸데없는 장면억지 감동
극장판 바이올렛 에버가든,8,과거에는 귀족출신 군인던 내가 지금은 갯마을 차차차라고??
그래비티,6,
그린랜드,10,"혜성 크기가 상상만 해도 무섭네요... 정말 재밌게 봤습니다. 결말이 아주 약간 아쉽다만 스토리에다가 연기,연출이 저의 감동지수,긴장감을 극대화 시키는 최고의 영화였습니다."
그린랜드,1,자기  가족  만나려고  수백명  죽어도  아무것도 아닌  이런쓰레기  영화 왜 보여주나요한군 드라마  영화가  천배  만배  좋아요
스파이더맨 2,10,내게 스파이더맨은 토비 네가 유일하다..악역 고블린 아저씨가 존윅의 든든한 친구로 나올 때 얼마나 환호했는지.. 또 곧 나올 노웨이 홈 예고에서 17년만에 박사 그대로 나오는거 보고 얼마나 소리 질렀는지..
알파 앤 오메가,4,"작화나 디테일은 다소 부족하지만, 끌리는 무언가는 있다."
베놈 2: 렛 데어 비 카니지,3,"난잡한 스토리, 궁금하지도 않은 사연소개. 쿠키영상빼고 실망"
그린랜드,8,선발  기준 같은게 좀 개연성이 와닿진 않지만 절망적 느낌과 클라이막스의 고조되는 분위기가 괜찮았음
발신제한,10,긴장감좋고 시간가는줄모르고 재밌게 봤습니다.
그린랜드,10,앞으로의 머나먼 미래를 미리보는거같아요..마치 코로나가 유행처럼 번지는영화?처럼..너무 긴장하며 봤어요..ㅜㅜ너무스릴있고 너무잼나 언젠간 저렇게 지구도 멸망하겠지..
그린랜드,2,연출이 너무 최악임 ㅎㅎ 영화 자체가 재난인 재난 영화
섀도우 클라우드,10,
키드,10,짧고 굵게 행복하고 사랑스럽다
레인 오버 미,10,짐 캐리에 이어 샌들러 형아까지...
그래비티,10,와 이런 명작을 이제야 보다니 메가박스 감사해요
여름날 우리,10,진짜 너의 결혼식보다 훨씬 재미있고 감동적이고 최고에요… 허광한이랑 장약남 얼굴합도 대박이고.. 그냥 또 보고싶어요
모가디슈,2,뭘 말하려하는지  도무지 노잼..
조작된 도시,2,평점 8점대가 이해안가는 영화
날씨의 아이,9,개인적으로 마지막 3년후를 몇분보여주는걸로 퉁치지 말고 에필로그를 좀 더 보여줬어도 좋았을 것 같다.
낙원의 밤,10,
모가디슈,9,코로나 시국 아니었으면 최소 800 은 먹고 들어가는영화네 라인업들도 ㅎ ㄷ ㄷ 하고
감기,10,코로나 이후에 나왔더라면 조금더 흥행하지 않았을까
007 노 타임 투 다이,8,일본식 도게자 무엇...
고양이를 부탁해,10,"두나 배는 프란다스의 개 부터 좋았고, 이요원은 고양이를 부탁해 부터 좋아진거 였다"
"광해, 왕이 된 남자",10,몇 번이고 다시 봐도 좋은 작품입니다.
그것만이 내 세상,10,감동적이얌한지민도 너무 예쁘고
베놈 2: 렛 데어 비 카니지,2,진짜 쿠키영상 빼면 스토리도 쓰레기에 그냥 톰하디 베놈 원맨쑈임. 카니지는 너무 허무하게 끝나고. 1번 보고 두번 다시는 안 보겠다 다짐함. 쿠키 영상만 공들인 느낌
승리호,8,재밌게 봤어요 CG도 기대이상이고요 약간의 억지 신파가 있어 오글거렸는데 2탄도 나왔으면 좋겠어요
베놈 2: 렛 데어 비 카니지,1,일점도 아깝다도다어아
파이프라인,3,그냥 생각한 만큼만 한다
베놈 2: 렛 데어 비 카니지,3,"1편은 청불인거 국내에서 잘라서 망했다고 생각했는데, 이거보니 그럭저럭 괜찮은 영화였던 것 같다. 이번건 스토리 자체가 지루하고 ww84보다도 못함."
점퍼,2,소재같은건 괜찮았는데 주인공 진짜 개답답하긴 하드라 보면서 이해가 안가긴함 진짜 개때리고 싶음
디파티드,6,물론 원작에 기반한 쌍쌍바 스파이 소재가 흥미롭긴 하지만 전개가 난잡한 느낌도 있고 스콜세지 영화답게 지루하기도 하다. 베라 파미가 분량을 뺐으면 러닝타임이 완벽했을 것 같다. 결국 처리돼야 할 놈들은 다 처리되는 말끔한 결말은 괜찮지만 내용 자체나 작품성이나 아무리 봐도 아카데미 작품상까지 받을 영화는 아니다.
미나리,8,음.. 알고는 있었지만 수컷병아리의 운명이 너무 잔혹해서 그거밖에 기억이……
특별시민,10,최민식&진선규 =문재앙&조국 감독이 점쟁이
퍼니 게임,2,마지막까지볼수없었다 시작허고 몇분지나 욕18나와 껏다 정신병자될것같은
남극일기,8,이어폰으로 듣고 두번보니 잘만든 영화인줄 알겠음연기 촬영 좋았음 ㆍ 영화적 크리쉐야 서로 빛지는것이니 이해함
캔디맨,8,난 좋앗음 특히 브금이 일품
007 노 타임 투 다이,8,아르마스만 남았다.
연가시,1,"각본, 구성, 연출… 이런 경쟁력으로 어찌 영화를 만드는지… 시간이 이렇게 아까울 수도 있구나. 영화광으로서 이런 비판은 처음인 듯…"
올드,6,나쁘지 않았어요 ....
그린랜드,2,그냥 뭔가 답답함 아들도답답하고 마누라도 답답하고 액션기대하는사람들은 보면안됨
배틀로얄,6,살인 서바이벌이라는 소재는 재미있는데 그 외는 다 별로임. 소재 하나로 별 6개준다
그린랜드,8,굿...ㄹㅇ 긴장감 개쫀쫀하고 재밌어요
킬링 오브 투 러버스,9,포스터에 데이빗이 없다는 사실이 충격적이었다. 우여곡절 끝에 비좁은 차에 꾸역꾸역 올라탄 6명은 앞으로 어떻게 살아갈까
발신제한,1,발암포인트가 너무많아ㅠ
남산의 부장들,1,몹쓸영화...역사를 왜곡시키는영화
베놈 2: 렛 데어 비 카니지,2,쿠키를 위한 영화...영화 보는 내내 너무 시끄러웠음..
배틀 로얄 2 - 레퀴엠,1,1편을 생각하시는 분들은 절대 보지 마세요. 일본이 이렇게 수준이 낮나 싶은 영화입니다
모가디슈,9,설명하지 않아도 느껴지는 깊은 울림
프랭크,1,아니…뭐 이런 영화가 다 있지
베놈 2: 렛 데어 비 카니지,8,"베놈1 보다는 재미가 떨어졌지만, 세계관 확장을 위한 브릿지 에피소드였다고 생각되서 낫뱃."
노회찬6411,10,보고싶은 얼굴 귀한 정치인 노회찬
그린랜드,1,이영화는 처음은 재난영화로 시작해서납치 범죄스릴러로 가다가그냥 개판임
인비저블 게스트,8,와 대박 간만에 ㅎㅎ 푹빠져 봤습니다
노회찬6411,1,ㄴ
베놈 2: 렛 데어 비 카니지,10,
007 스펙터,10,"두번째 보고 또 보는 영화 .처음볼때 몰랐는데 두번째보니 제임스 옷들 다 멋지다.슈트,점퍼 신발   액션속에 화려하면서도 깔끔하게 입음."
일대종사,8,이 영화도 한남들 평점이 여성들 평점보다 낮네. 여윽시 한남들 영화 몰려다니면서 평점 내리 깎고 불평 쏟아내는 건 과학이제~
극장판 바이올렛 에버가든,10,
타다: 대한민국 스타트업의 초상,10,그들의 열정에 계속 울컥해서 눈물이 났어요.
꽃다발 같은 사랑을 했다,8,라라랜드를 본날 밤엔 위스키를 마셨지만 오늘은 좀더 편하게 잘수있을듯
거룩한 분노,10,댓글에다 일일이 싫어요 누르는 인간들아 추하니까 알아서들 손 떼라 ㅋㅋ 반박 못할 만큼 잘 만든 영화니까
인질,10,그냥 너랑 봐서 좋았던 것 같다
베스트 오브 미,10,
해어화,10,세번 봤습니다 볼때마다 감동이에요
그린랜드,4,공감도 공감 나름이지ㅡㅡ주인공 일행들의 만행에ㅡㅡ주위사람들 다말려들고.뭔가족영화야ㅡㅡ
라이프 오브 파이,10,몇 년 전 별 생각 없이 영화관에 가서 봤다가 푹 빠져 봤던 이 영화의 영상미는 지금도 잊지 못한다. 이안의 화려한 재기를 기대해 본다.
그린랜드,6,본격 애엄마와 애색기땜에 암걸리는 영화
발신제한,1,보는 내내 말이 안되는 스토리 진행에 짜증이 났다마지막 5분을 위해 90분을 희생해야 하는 영화
아모레스 페로스,9,"<21그램>과 <바벨>의 초상, 다중 플롯과 핸드헬드 연출. 다 보고 나니 결국 무언가 소중한 걸 잃은 자들의 이야기이다. 그들을 바라보는 시선이 따뜻한 연민처럼 느껴지다가도, 한편으론 차디찬 냉소같아 보이기도 한다."
노회찬6411,6,"여운이 오래 가는 영화입니다. 한 인간의 삶에 대해, 또 나의 삶에 대해 자꾸 생각하게 만드네요..."
보이스,10,의외로? 꿀잼인 영화!! 보이스피싱을 자세히 그려내면서김무열의 미친듯한 연기력이 돋보입니다!!
파리가 당신을 부를 때,9,"파리에서의 로맨틱한 연애 이야기일 줄 알았는데, 현실적인 결혼 이야기였다. 기대 이상으로 재밌었다."
나의 특별한 형제,10,실제 종사하는사람입니다 많이힘듭니다.힘들지만 적어도 다같이 웃으면서 지냅니다. 진심으로요. 글로 표현하기가 부족하지만 현실은 많이 힘들고 어렵습니다 영화는 그냥 영화로 봐주세요 . 우리는 . 필드는. 아무도 모릅니다  뉴스. 드라마. 영화에 나오는거가지고 몰아가지마세요 부탁드립니다.
보이스,9,기대 전혀 안 했는데 대박..뻔한 보이스피싱 내용인데 우리가 알고 있던 보이스피싱이 이렇게 진화되었다니. 쇼킹.  김무열의 대사 누가 썼나?정말 명언? 이다.  아니 명언은 아니고 명대사이겠지.  정말 연기력들 다 좋고 대본의 디테일 살아있고.  정말 재미있고 꼭 봐야하는 영화임.  보이스피싱 정말 무섭네요
콜 오브 와일드,8,개야 늑대야~?  암튼 잼게봐땅 벅아~~~
모가디슈,10,역시 류승완 감독 실화를 바탕으로 하여 더 여운이 남는다
모가디슈,10,보는 내내 긴장감과 박진감이 넘치고 절박한 위기의 순간에도 빛나는 인간미로 감동 먹다가막판에 윗대가리들의 정치이념놀음에 국민들은 눈물을 흘릴 수 밖에 없는 작금의 분단 현실을 깨닫는 순간 영화가 끝남과 동시에 분단의 먹먹함만 남는다.
모가디슈,10,오랜만에 정말 좋은 영화봤습니다. 믿고 보는 김윤석 배우님 ! 조인성 배우는 이 영화를 통해 훌륭한 배우였다는걸 새삼 다시 깨달음..
모가디슈,10,이런일도 있었군요..몰랐던 역사와 연출 연기 다 좋았습니다. 중간에 총...와 생각 못했는데 빵 터졌슴 ㅋㅋ
고양이를 부탁해,10,
모글리: 정글의 전설,5,정글북 영화에 비해 너무 간소해진 느낌? 대단한 목소리 출연진들에 비해 스토리가 빈약해도 너무 빈약하다.
007 노 타임 투 다이,10,정들자 이별이라는 말이 떠오르네요....
낙원의 밤,8,차승원ㅋ왜케 웃기죸ㅋㅋ환장
